room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_accommodates,accommodates_per_bedroom,reviews_per_month_per_review,availability_ratio_30_365,host_listing_concentration,review_scores_mean,description_char_len,description_word_count,amenities_item_count,property_type_char_len,host_tenure_days,days_since_first_review,days_since_last_review
Private room,1,0.0,4.0,1.0,within a day,f,777.0,987.0,42.35433,-71.13248,t,28,58,88,160,0,0,0,,,,,,51.0,1.0,0.25,,0.175,0.7872340425531915,,211,36,14,27,132.0,,
Entire home/apt,4,1.0,2.0,2.0,within a few hours,t,1.0,1.0,44.8551256,-0.5915218999999999,t,2,2,2,2,97,54,3,4.81,4.59,4.73,4.71,4.27,113.0,0.5,2.0,0.044020618556701,1.0,1.0,4.71,478,81,54,18,289.0,246.0,-419.0
Entire home/apt,1,1.0,1.0,1.0,within an hour,f,7.0,7.0,55.70276029999999,12.5358736,t,16,42,72,318,18,18,4,4.83,4.83,4.44,4.5,2.22,776.0,1.0,1.0,0.1233333333333333,0.050314465408805,1.0,4.65,292,49,39,25,-14.0,-122.0,-356.0
Entire home/apt,4,1.0,2.0,3.0,within an hour,f,238.0,329.0,-33.87429,151.24038,t,13,31,49,321,74,16,0,4.47,4.43,4.86,4.3,1.17,423.0,0.75,2.0,0.0158108108108108,0.0404984423676012,0.723404255319149,4.515,61,10,47,18,3827.0,1473.0,-390.0
Entire home/apt,8,3.0,3.0,6.0,within an hour,f,69.0,81.0,22.22633,-159.4798,t,30,60,90,365,4,2,0,3.75,4.25,5.0,4.0,0.08,752.0,0.75,2.6666666666666665,0.02,0.0821917808219178,0.8518518518518519,4.25,0,0,34,11,3674.0,1147.0,-156.0
Entire home/apt,4,2.0,1.0,3.0,within a day,f,1.0,1.0,39.84895,18.33998,t,29,59,89,364,24,1,0,4.75,4.63,4.75,4.75,0.36,62.0,0.75,4.0,0.015,0.0796703296703296,1.0,4.72,490,81,22,11,2524.0,1630.0,-214.0
Private room,4,1.0,1.0,4.0,within an hour,f,25.0,27.0,22.2973,114.17451,t,5,22,52,142,3,2,1,4.33,4.33,5.0,4.33,0.15,745.0,1.0,4.0,0.0499999999999999,0.0352112676056338,0.925925925925926,4.4975000000000005,1000,148,22,27,501.0,152.0,-420.0
Entire home/apt,7,2.0,3.0,4.0,within an hour,f,105.0,116.0,-38.28523,144.61002,t,0,0,0,26,10,1,0,4.3,3.7,4.9,4.0,0.27,414.0,0.5714285714285714,2.3333333333333335,0.027,0.0,0.9051724137931034,4.225,99,17,22,11,2644.0,765.0,-70.0
Entire home/apt,2,1.0,1.0,1.0,within a day,f,7.0,9.0,37.97608,23.73027,t,16,46,76,351,33,7,0,4.45,4.61,4.82,4.7,1.14,55.0,0.5,2.0,0.0345454545454545,0.0455840455840455,0.7777777777777778,4.6450000000000005,423,77,3,12,523.0,508.0,-214.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,135.0,219.0,37.30455353521904,26.56291285600281,t,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,0.19,74.0,0.5,2.0,0.19,0.0821917808219178,0.6164383561643836,5.0,347,61,32,11,347.0,-196.0,-196.0
Private room,1,1.5,1.0,1.0,,f,1.0,3.0,43.6861347,-79.3761889,,28,58,88,362,0,0,0,,,,,,65.0,1.0,1.0,,0.0773480662983425,0.3333333333333333,,0,0,6,27,4257.0,,
Entire home/apt,4,1.0,2.0,2.0,within an hour,,17.0,19.0,52.3393054,-6.4607345,t,0,0,0,0,24,24,7,4.79,4.96,4.92,4.92,5.67,59.0,0.5,2.0,0.23625,,0.8947368421052632,4.8975,314,54,37,18,2646.0,-221.0,-343.0
Entire home/apt,4,2.0,1.0,1.0,,f,5.0,5.0,37.97751712975402,23.737159088360595,t,17,43,67,331,0,0,0,,,,,,322.0,0.25,4.0,,0.0513595166163142,1.0,,486,86,13,18,-249.0,,
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,1.0,1.0,47.623577050123664,-122.30595262883595,t,28,58,88,352,9,9,3,5.0,5.0,5.0,4.78,3.91,101.0,0.5,2.0,0.4344444444444444,0.0795454545454545,1.0,4.945,545,88,24,17,3076.0,-289.0,-340.0
Entire home/apt,5,1.0,2.0,3.0,within an hour,t,4.0,4.0,40.41043,-3.70746,t,6,9,32,307,186,35,4,4.85,4.89,4.89,4.73,2.08,160.0,0.6,2.5,0.0111827956989247,0.019543973941368,1.0,4.84,477,68,47,18,4646.0,2254.0,-425.0
Entire home/apt,6,2.0,3.0,3.0,within a few hours,f,1.0,1.0,40.71366,-73.96616,t,0,30,60,335,22,0,0,4.95,4.91,4.95,4.82,0.19,464.0,0.5,2.0,0.0086363636363636,0.0,1.0,4.9075,239,38,42,16,3146.0,3118.0,853.0
Entire home/apt,2,1.0,1.0,1.0,a few days or more,f,1.0,2.0,37.63391,13.6365,t,27,57,87,267,0,0,0,,,,,,55.0,0.5,2.0,,0.1011235955056179,0.5,,497,75,5,18,3271.0,,
Entire home/apt,8,3.0,4.0,6.0,within an hour,t,6.0,6.0,36.15258,-115.17886,t,18,45,72,341,192,13,1,4.85,4.87,4.9,4.81,1.94,364.0,0.75,2.0,0.0101041666666666,0.0527859237536656,1.0,4.8575,274,48,35,11,2804.0,2536.0,-423.0
Private room,2,1.0,1.0,1.0,within an hour,t,15.0,15.0,34.68051,-118.18117,t,0,15,45,225,5,1,0,5.0,5.0,5.0,5.0,0.38,35.0,0.5,2.0,0.076,0.0,1.0,5.0,398,73,62,20,1574.0,-30.0,-95.0
Entire home/apt,4,1.0,0.0,3.0,within an hour,t,1.0,4.0,39.47572391692111,-0.3810151666402817,t,23,47,77,348,67,37,1,4.87,4.84,4.96,4.75,2.99,162.0,0.75,,0.0446268656716417,0.0660919540229885,0.25,4.855,61,9,38,15,3134.0,232.0,-433.0
Private room,1,2.0,1.0,1.0,within an hour,f,39.0,56.0,37.39177,-121.87629,t,30,60,90,312,39,14,0,4.79,4.72,4.77,4.74,1.41,39.0,1.0,1.0,0.0361538461538461,0.0961538461538461,0.6964285714285714,4.755,42,7,45,20,1522.0,473.0,-324.0
Entire home/apt,2,1.0,1.0,1.0,,f,1.0,1.0,40.431763,16.892925,t,30,60,90,365,0,0,0,,,,,,95.0,0.5,2.0,,0.0821917808219178,1.0,,182,34,30,11,2891.0,,
Entire home/apt,4,2.5,2.0,2.0,within an hour,t,14.0,14.0,51.52276095837013,-0.1569888717997171,t,3,12,42,317,80,21,1,4.98,5.0,5.0,4.89,1.25,501.0,0.5,2.0,0.015625,0.0094637223974763,1.0,4.9675,499,87,84,11,2071.0,1574.0,-334.0
Entire home/apt,5,1.0,2.0,3.0,within an hour,t,26.0,27.0,-33.65384405134214,151.3221779111145,t,0,8,8,8,6,6,2,5.0,4.83,4.83,4.83,0.67,250.0,0.6,2.5,0.1116666666666666,0.0,0.9629629629629628,4.8725000000000005,510,82,42,18,2148.0,-160.0,-414.0
Entire home/apt,4,1.0,1.0,1.0,within an hour,t,1.0,1.0,45.4628843,9.1868186,t,19,42,55,328,114,50,3,4.89,4.88,4.94,4.82,4.9,135.0,0.25,4.0,0.0429824561403508,0.0579268292682926,1.0,4.8825,324,46,40,18,3183.0,259.0,-423.0
Entire home/apt,4,1.0,2.0,3.0,within an hour,t,20.0,21.0,-26.6639,153.10489,t,5,15,20,103,46,5,1,4.98,4.98,4.96,4.87,0.89,354.0,0.75,2.0,0.0193478260869565,0.0485436893203883,0.9523809523809524,4.947500000000001,0,0,44,18,1260.0,1133.0,-392.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,f,14.0,14.0,32.80486219183957,-96.77975679572424,t,1,1,1,1,2,2,0,4.5,4.0,3.5,5.0,0.38,71.0,0.5,4.0,0.19,1.0,1.0,4.25,48,9,47,18,2923.0,-283.0,-286.0
Entire home/apt,4,1.0,3.0,4.0,within an hour,f,5.0,134.0,34.1381798332383,-118.25619043593902,t,30,60,90,305,38,17,1,4.55,4.74,4.61,4.45,1.65,128.0,1.0,1.3333333333333333,0.0434210526315789,0.0983606557377049,0.0373134328358208,4.5874999999999995,329,62,40,18,2848.0,263.0,-397.0
Entire home/apt,8,4.5,4.0,4.0,within an hour,,3.0,7.0,43.6382353,-79.4408282,t,17,36,57,321,57,40,1,5.0,4.98,4.81,4.86,2.87,903.0,0.5,2.0,0.0503508771929824,0.0529595015576324,0.4285714285714285,4.9125,480,72,67,11,3758.0,167.0,-406.0
Entire home/apt,5,2.0,3.0,3.0,within an hour,f,76.0,78.0,35.8589,14.56783,t,23,47,77,321,12,2,0,5.0,4.67,4.33,4.75,0.57,90.0,0.6,1.6666666666666667,0.0474999999999999,0.0716510903426791,0.9743589743589745,4.6875,311,45,46,18,2649.0,276.0,-60.0
Private room,2,1.0,1.0,1.0,within a few hours,f,3.0,3.0,40.84935,14.25162,t,29,45,75,350,0,0,0,,,,,,95.0,0.5,2.0,,0.0828571428571428,1.0,,205,34,25,21,917.0,,
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,21.0,22.0,35.94927,14.4169,t,9,17,44,44,5,4,0,4.6,4.2,4.4,4.8,0.38,37.0,0.5,2.0,0.076,0.2045454545454545,0.9545454545454546,4.5,337,58,28,18,1624.0,37.0,-315.0
Entire home/apt,7,2.0,3.0,4.0,within an hour,f,4.0,5.0,51.51956,-0.1617,t,5,24,54,231,0,0,0,,,,,,550.0,0.5714285714285714,2.3333333333333335,,0.0216450216450216,0.8,,156,15,41,18,-168.0,,
Private room,2,1.0,1.0,1.0,a few days or more,f,4.0,4.0,38.17285,12.7382,t,29,59,89,363,4,1,0,5.0,5.0,5.0,4.5,0.04,50.0,0.5,2.0,0.01,0.0798898071625344,1.0,4.875,230,32,15,13,2695.0,2675.0,-167.0
Entire home/apt,6,2.0,2.0,4.0,within an hour,f,634.0,1033.0,39.95662435305388,18.36604299942324,t,29,59,89,364,0,0,0,,,,,,39.0,0.6666666666666666,3.0,,0.0796703296703296,0.6137463697967086,,484,84,8,11,63.0,,
Private room,2,1.0,1.0,1.0,a few days or more,f,1.0,1.0,-33.94023,151.24004,t,28,58,88,363,1,0,0,5.0,5.0,5.0,5.0,0.02,100.0,0.5,2.0,0.02,0.0771349862258953,1.0,5.0,464,74,15,27,2388.0,1559.0,1559.0
Entire home/apt,3,1.0,1.0,2.0,,f,1.0,1.0,42.27123,3.13504,t,29,59,89,364,1,1,0,5.0,5.0,5.0,5.0,0.28,135.0,0.6666666666666666,3.0,0.28,0.0796703296703296,1.0,5.0,453,80,45,18,3408.0,-260.0,-260.0
Entire home/apt,4,1.0,0.0,2.0,within an hour,,7.0,7.0,38.02523,12.82718,t,30,60,90,365,26,19,0,4.92,4.85,4.85,4.77,1.32,35.0,0.5,,0.0507692307692307,0.0821917808219178,1.0,4.8475,92,14,44,9,529.0,227.0,-274.0
Entire home/apt,6,2.0,3.0,3.0,within an hour,,46.0,48.0,45.503,-73.57879,t,23,51,81,169,123,41,2,4.77,4.85,4.89,4.7,3.81,154.0,0.5,2.0,0.0309756097560975,0.136094674556213,0.9583333333333334,4.802499999999999,428,69,50,18,1481.0,536.0,-425.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,8.0,8.0,19.56581503357836,-155.9620635116394,t,11,34,60,60,39,7,1,4.67,4.31,4.85,4.56,1.28,183.0,0.5,2.0,0.0328205128205128,0.1833333333333333,1.0,4.5975,500,80,61,12,3257.0,483.0,-420.0
Private room,2,2.5,1.0,1.0,within an hour,t,4.0,8.0,-23.004028745256008,-43.32155764858532,t,22,52,82,82,5,5,0,5.0,5.0,5.0,4.8,1.13,336.0,0.5,2.0,0.2259999999999999,0.2682926829268293,0.5,4.95,503,83,20,20,93.0,-229.0,-321.0
Private room,2,1.0,1.0,1.0,within an hour,t,2.0,2.0,53.34961,-2.17722,t,28,58,88,359,145,7,0,4.74,4.78,4.82,4.81,2.14,55.0,0.5,2.0,0.0147586206896551,0.0779944289693593,1.0,4.7875,509,78,22,20,3868.0,1669.0,-173.0
Entire home/apt,2,1.0,1.0,1.0,within a few hours,t,4.0,4.0,37.0640049,15.2919909,t,29,59,89,269,4,2,0,4.75,5.0,5.0,5.0,0.24,100.0,0.5,2.0,0.06,0.1078066914498141,1.0,4.9375,506,85,8,18,2699.0,140.0,-272.0
Entire home/apt,2,1.0,1.0,1.0,,t,1.0,1.0,53.32006,-6.26401,t,0,22,52,107,5,1,0,5.0,4.4,4.8,4.8,0.2,100.0,0.5,2.0,0.04,0.0,1.0,4.75,479,77,33,12,1248.0,398.0,-289.0
Entire home/apt,4,1.0,1.0,0.0,within an hour,f,10.0,12.0,45.4614193,9.1605488,t,7,16,30,126,28,28,1,4.89,4.79,4.71,4.82,2.63,72.0,0.0,4.0,0.0939285714285714,0.0555555555555555,0.8333333333333334,4.8025,462,73,44,18,152.0,-119.0,-419.0
Entire home/apt,4,1.0,1.0,2.0,within a few hours,f,283.0,1483.0,20.948549,-156.690465,t,0,1,5,103,7,7,0,4.71,4.57,5.0,5.0,0.7,256.0,0.5,4.0,0.0999999999999999,0.0,0.1908293998651382,4.82,497,78,45,12,1270.0,-138.0,-306.0
Entire home/apt,5,1.0,2.0,4.0,within an hour,t,3.0,3.0,37.9756,23.71984,t,11,32,52,239,290,46,2,4.96,4.97,4.98,4.92,3.47,110.0,0.8,2.5,0.0119655172413793,0.0460251046025104,1.0,4.9575,493,78,36,18,2865.0,2150.0,-357.0
Private room,1,1.0,1.0,1.0,within an hour,t,8.0,8.0,40.75705727600803,-73.79857238140494,t,29,59,89,364,3,2,0,4.0,4.67,4.67,4.33,0.19,35.0,1.0,1.0,0.0633333333333333,0.0796703296703296,1.0,4.4175,462,75,27,20,2552.0,52.0,-384.0
Private room,2,1.0,1.0,1.0,within an hour,f,2.0,3.0,40.74707,-74.19609,t,29,59,89,89,53,10,0,4.55,4.53,4.25,4.55,0.86,43.0,0.5,2.0,0.0162264150943396,0.3258426966292135,0.6666666666666666,4.47,58,11,27,27,2496.0,1473.0,-319.0
Private room,2,1.5,1.0,1.0,within an hour,f,229.0,262.0,-33.9757935,151.1241767,t,28,58,88,363,0,0,0,,,,,,66.0,0.5,2.0,,0.0771349862258953,0.8740458015267175,,520,83,30,20,1590.0,,
Private room,2,1.0,1.0,1.0,within a few hours,t,1.0,2.0,48.85246,2.33135,t,8,37,64,324,124,19,1,4.73,4.77,4.93,4.63,1.61,95.0,0.5,2.0,0.0129838709677419,0.0246913580246913,0.5,4.765,73,11,21,27,3255.0,1961.0,-321.0
Private room,2,1.0,1.0,1.0,a few days or more,f,89.0,151.0,51.50922701374658,-0.2659815227726024,t,15,45,75,255,0,0,0,,,,,,79.0,0.5,2.0,,0.0588235294117647,0.5894039735099338,,59,8,3,20,400.0,,
Entire home/apt,4,2.0,1.0,1.0,,f,1.0,3.0,40.12235,18.43143,t,30,60,90,365,1,0,0,4.0,4.0,5.0,5.0,0.06,68.0,0.25,4.0,0.06,0.0821917808219178,0.3333333333333333,4.5,330,59,7,12,2354.0,134.0,134.0
Private room,1,1.5,1.0,2.0,within a few hours,f,2.0,2.0,19.41909261269808,-99.14583129037987,t,29,59,89,269,6,4,0,5.0,5.0,4.83,5.0,0.47,450.0,2.0,1.0,0.0783333333333333,0.1078066914498141,1.0,4.9575,459,64,22,27,271.0,22.0,-61.0
Entire home/apt,4,1.0,2.0,3.0,within an hour,f,1.0,1.0,40.00138,3.80009,t,0,0,0,166,5,0,0,4.8,4.8,4.8,4.2,0.17,151.0,0.75,2.0,0.034,0.0,1.0,4.6499999999999995,445,69,47,12,660.0,542.0,160.0
Entire home/apt,8,3.0,4.0,6.0,,f,1.0,1.0,37.45253,-122.14077,t,11,12,38,163,8,1,0,5.0,5.0,5.0,4.75,0.15,980.0,0.75,2.0,0.01875,0.0674846625766871,1.0,4.9375,352,55,37,11,2987.0,1263.0,-168.0
Entire home/apt,2,1.0,0.0,1.0,within an hour,t,51.0,71.0,22.220848444915635,-159.47183401949638,t,26,46,54,54,4,4,1,4.75,4.75,5.0,5.0,0.55,139.0,0.5,,0.1375,0.4814814814814814,0.7183098591549296,4.875,290,48,15,18,-70.0,-215.0,-429.0
Entire home/apt,3,1.0,1.0,1.0,,f,1.0,2.0,-28.44132181843979,153.4599535143794,t,0,0,0,23,0,0,0,,,,,,161.0,0.3333333333333333,3.0,,0.0,0.5,,373,65,21,12,3794.0,,
Entire home/apt,4,1.0,2.0,2.0,within an hour,f,3.0,3.0,49.79705,-97.16083,t,30,60,90,355,26,11,2,4.73,4.69,4.85,4.77,0.74,86.0,0.5,2.0,0.0284615384615384,0.0845070422535211,1.0,4.76,450,77,22,18,705.0,624.0,-413.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,f,1.0,1.0,38.95709391978717,-77.03072983771563,t,11,16,46,136,7,7,0,5.0,4.86,4.86,4.71,0.95,161.0,0.5,4.0,0.1357142857142857,0.0808823529411764,1.0,4.8575,476,73,47,16,2481.0,-217.0,-347.0
Private room,4,2.0,2.0,3.0,within an hour,t,11.0,11.0,36.3833,25.44843,t,20,50,80,320,17,8,0,4.88,4.88,4.76,4.82,0.84,900.0,0.75,2.0,0.0494117647058823,0.0625,1.0,4.835,259,41,49,13,328.0,247.0,-291.0
Entire home/apt,6,2.0,3.0,3.0,within an hour,f,25.0,77.0,34.02073,-117.8159,t,30,60,90,365,0,0,0,,,,,,228.0,0.5,2.0,,0.0821917808219178,0.3246753246753247,,281,41,16,11,2601.0,,
Private room,2,1.0,1.0,1.0,,f,1.0,1.0,51.6689483953804,-0.0552340622230572,t,29,59,89,269,2,0,0,5.0,5.0,5.0,5.0,0.13,96.0,0.5,2.0,0.065,0.1078066914498141,1.0,5.0,509,94,51,20,3937.0,127.0,22.0
Private room,2,1.0,1.0,1.0,within an hour,f,1.0,4.0,-37.83204201467623,144.8849036232723,t,0,0,0,0,27,27,2,4.96,4.96,4.81,4.89,2.92,69.0,0.5,2.0,0.1081481481481481,,0.25,4.905,490,84,28,27,366.0,-152.0,-412.0
Entire home/apt,3,1.0,1.0,1.0,within a day,f,1.0,1.0,40.75155,-74.17108,t,28,58,88,268,0,0,0,,,,,,200.0,0.3333333333333333,3.0,,0.1044776119402985,1.0,,274,44,8,18,2534.0,,
Entire home/apt,5,2.0,2.0,3.0,within an hour,t,34.0,34.0,25.98677,-80.12153,t,17,29,55,91,13,5,0,4.85,4.69,4.92,4.85,0.54,164.0,0.6,2.5,0.0415384615384615,0.1868131868131868,1.0,4.8275,498,80,26,12,2801.0,365.0,-189.0
Entire home/apt,2,1.0,1.0,2.0,within a few hours,f,1.0,1.0,48.86275,2.36693,t,23,53,83,358,20,1,0,4.63,4.25,4.9,4.15,0.14,95.0,1.0,2.0,0.007,0.0642458100558659,1.0,4.4825,93,15,12,18,3966.0,3800.0,-240.0
Entire home/apt,3,1.0,1.0,2.0,within an hour,t,2.0,2.0,41.15190654043429,-8.574067668817145,t,16,43,73,341,46,18,0,4.96,4.96,4.37,4.78,1.55,126.0,0.6666666666666666,3.0,0.033695652173913,0.0469208211143695,1.0,4.7675,421,74,57,17,467.0,455.0,-367.0
Entire home/apt,7,2.0,3.0,4.0,within a few hours,t,2.0,2.0,40.85870686001961,17.27944426238537,t,0,0,16,196,133,27,0,4.84,4.89,4.76,4.85,1.16,191.0,0.5714285714285714,2.3333333333333335,0.0087218045112781,0.0,1.0,4.835,309,47,26,6,3549.0,3069.0,-306.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,5282.0,5484.0,42.3439382,-71.0638329,t,5,35,65,340,1,1,0,5.0,5.0,5.0,4.0,0.23,228.0,0.5,2.0,0.23,0.0147058823529411,0.963165572574763,4.75,302,48,33,18,2572.0,-311.0,-311.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,2.0,3.0,43.76815910000001,11.2455198,t,2,15,45,199,109,52,2,4.61,4.56,4.83,4.36,3.61,71.0,0.5,2.0,0.0331192660550458,0.0100502512562814,0.6666666666666666,4.59,479,78,29,11,615.0,465.0,-419.0
Entire home/apt,4,2.0,2.0,5.0,within an hour,f,1.0,1.0,37.83856,24.91741,t,25,55,85,354,10,2,0,4.9,4.8,4.9,4.8,0.24,160.0,1.25,2.0,0.024,0.0706214689265536,1.0,4.85,375,61,23,12,1018.0,874.0,-214.0
Entire home/apt,8,2.5,3.0,4.0,within a few hours,t,1.0,1.0,36.1219,-115.03328,t,29,42,65,340,73,19,0,4.89,4.92,4.78,4.92,1.86,182.0,0.5,2.6666666666666665,0.0254794520547945,0.0852941176470588,1.0,4.8774999999999995,441,84,57,11,748.0,735.0,-378.0
Private room,1,1.0,1.0,1.0,within a day,t,4.0,5.0,46.78306,-71.25989,t,0,0,0,246,3,1,0,5.0,5.0,5.0,5.0,0.1,24.0,1.0,1.0,0.0333333333333333,0.0,0.8,5.0,70,12,20,20,3900.0,482.0,-133.0
Private room,2,1.0,1.0,2.0,within a day,t,3.0,3.0,41.1161928,16.8743412,t,11,18,26,249,4,4,0,5.0,5.0,5.0,5.0,0.48,67.0,1.0,2.0,0.12,0.0441767068273092,1.0,5.0,452,73,7,27,-57.0,-118.0,-308.0
Entire home/apt,6,1.0,1.0,3.0,within an hour,t,368.0,935.0,39.97556047447363,18.01927138203132,t,30,60,90,365,0,0,0,,,,,,150.0,0.5,6.0,,0.0821917808219178,0.3935828877005347,,434,76,19,11,2086.0,,
Entire home/apt,3,1.0,1.0,2.0,within an hour,t,1.0,1.0,43.6777319742202,-79.2889601204835,t,17,42,66,220,33,33,0,4.79,4.88,4.79,4.82,2.97,143.0,0.6666666666666666,3.0,0.09,0.0772727272727272,1.0,4.82,501,80,44,11,3983.0,-94.0,-330.0
Entire home/apt,10,2.5,4.0,5.0,within a few hours,f,2.0,2.0,51.4630094,-2.6145141,t,21,49,77,109,12,12,1,5.0,4.92,4.92,5.0,2.34,795.0,0.5,2.5,0.1949999999999999,0.1926605504587156,1.0,4.96,495,76,67,16,1591.0,-206.0,-342.0
Entire home/apt,15,4.0,6.0,8.0,within an hour,,56.0,67.0,26.0038432,-80.1947078,t,12,29,45,282,3,3,2,5.0,5.0,5.0,5.0,2.81,947.0,0.5333333333333333,2.5,0.9366666666666666,0.0425531914893617,0.835820895522388,5.0,424,67,29,11,2913.0,-329.0,-357.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,1.0,7.0,29.97451,-90.07189,t,1,23,42,42,61,36,2,4.93,4.92,4.93,4.84,1.27,153.0,0.5,4.0,0.0208196721311475,0.0238095238095238,0.1428571428571428,4.904999999999999,500,81,59,17,2323.0,1016.0,-407.0
Private room,2,2.0,2.0,3.0,within an hour,f,5.0,5.0,40.8643903,14.2692791,t,1,1,1,1,1,1,1,5.0,5.0,5.0,5.0,1.0,61.0,1.5,1.0,1.0,1.0,1.0,5.0,383,63,52,33,-226.0,-412.0,-412.0
Entire home/apt,3,1.0,0.0,1.0,within an hour,t,1.0,1.0,39.94731,-82.99498,t,22,25,25,25,353,112,11,4.98,4.98,4.98,4.97,9.8,86.0,0.3333333333333333,,0.0277620396600566,0.88,1.0,4.9775,0,0,46,18,3484.0,721.0,-356.0
Entire home/apt,6,4.0,4.0,4.0,,f,1.0,1.0,33.89423,-118.38556,t,30,60,90,364,0,0,0,,,,,,375.0,0.6666666666666666,1.5,,0.0824175824175824,1.0,,181,28,21,11,2879.0,,
Entire home/apt,3,1.0,1.0,2.0,within an hour,f,11.0,13.0,-22.9135652,-43.2318822,t,0,0,18,188,0,0,0,,,,,,160.0,0.6666666666666666,3.0,,0.0,0.8461538461538461,,443,60,5,18,1832.0,,
Entire home/apt,5,1.0,2.0,3.0,within an hour,t,3.0,3.0,35.3405,25.13193,t,5,26,56,59,15,15,1,4.8,4.87,4.8,4.8,1.64,51.0,0.6,2.5,0.1093333333333333,0.0847457627118644,1.0,4.8175,490,78,38,12,-7.0,-89.0,-342.0
Entire home/apt,6,2.0,3.0,4.0,within an hour,t,2.0,2.0,37.66003,-122.415,t,6,26,52,306,247,45,2,4.97,4.94,4.92,4.89,4.62,468.0,0.6666666666666666,2.0,0.0187044534412955,0.0196078431372549,1.0,4.93,530,78,47,11,2136.0,1246.0,-355.0
Entire home/apt,4,1.0,2.0,2.0,,f,1.0,1.0,44.840256,-0.555679,t,0,0,0,0,14,0,0,5.0,4.86,4.71,4.79,0.41,117.0,0.5,2.0,0.0292857142857142,,1.0,4.84,494,90,9,16,1946.0,588.0,92.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,2.0,3.0,39.66694196320771,-104.92309737260176,t,30,60,89,89,12,12,0,4.75,4.75,4.67,4.67,1.94,100.0,0.5,2.0,0.1616666666666666,0.3370786516853932,0.6666666666666666,4.71,275,44,39,11,3079.0,-180.0,-321.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,1.0,1.0,40.6488,17.51451,t,29,59,89,349,63,27,1,4.89,4.94,4.87,4.86,0.82,76.0,0.5,4.0,0.013015873015873,0.0830945558739255,1.0,4.89,461,74,43,11,2254.0,1947.0,-354.0
Private room,4,1.0,1.0,3.0,within an hour,t,3.0,3.0,40.32662,18.09581,t,29,59,89,179,1,0,0,5.0,5.0,5.0,5.0,0.04,76.0,0.75,4.0,0.04,0.1620111731843575,1.0,5.0,477,78,46,29,1015.0,361.0,361.0
Entire home/apt,3,1.0,1.0,1.0,within an hour,f,1.0,1.0,-22.9154,-43.18446,t,26,56,80,80,0,0,0,,,,,,500.0,0.3333333333333333,3.0,,0.325,1.0,,429,77,9,18,1053.0,,
Entire home/apt,8,3.0,4.0,4.0,within an hour,t,35.0,38.0,41.3933,2.16012,t,24,39,49,265,149,39,2,4.87,4.86,4.95,4.7,1.44,528.0,0.5,2.0,0.0096644295302013,0.090566037735849,0.9210526315789472,4.845,328,56,20,18,3038.0,2669.0,-412.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,1.0,2.0,34.09216,-118.34796,t,8,15,28,28,471,43,2,4.99,4.97,4.97,4.93,4.37,184.0,0.5,2.0,0.0092781316348195,0.2857142857142857,0.5,4.965,548,84,59,18,4361.0,2806.0,-419.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,4.0,4.0,51.21456,4.40953,t,23,53,83,358,14,5,1,5.0,5.0,4.93,5.0,0.69,113.0,0.5,4.0,0.0492857142857142,0.0642458100558659,1.0,4.9825,458,86,43,18,2748.0,243.0,-333.0
Entire home/apt,4,1.0,2.0,3.0,a few days or more,f,2.0,8.0,52.51903,13.30678,t,0,19,49,229,0,0,0,,,,,,65.0,0.75,2.0,,0.0,0.25,,496,80,35,18,3942.0,,
Entire home/apt,3,1.0,1.0,1.0,within an hour,t,7.0,7.0,36.68468,24.50613,t,0,0,0,184,0,0,0,,,,,,200.0,0.3333333333333333,3.0,,0.0,1.0,,395,68,39,11,259.0,,
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,130.0,135.0,21.87399,-159.44945,t,4,28,54,289,9,3,0,5.0,5.0,5.0,4.78,0.22,448.0,0.5,2.0,0.0244444444444444,0.0138408304498269,0.9629629629629628,4.945,275,38,30,12,2652.0,801.0,-403.0
Entire home/apt,3,1.5,2.0,2.0,within a few hours,f,1.0,1.0,52.36871117181218,4.851135036839549,t,23,47,77,77,7,2,0,5.0,4.86,4.86,4.57,0.3,292.0,0.6666666666666666,1.5,0.0428571428571428,0.2987012987012987,1.0,4.8225,91,14,64,18,1514.0,273.0,-294.0
