room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_accommodates,accommodates_per_bedroom,reviews_per_month_per_review,availability_ratio_30_365,host_listing_concentration,review_scores_mean,description_char_len,description_word_count,amenities_item_count,property_type_char_len,host_tenure_days,days_since_first_review,days_since_last_review
Entire home/apt,1,1.0,1.0,1.0,within an hour,t,5.0,7.0,37.80289,-122.41986,t,15,23,23,83,14,1,0,4.86,4.69,4.92,4.85,0.1,143.0,1.0,1.0,0.0071428571428571,0.180722891566265,0.7142857142857143,4.83,432,79,19,18,4005.0,3805.0,-117.0
Entire home/apt,5,1.0,1.0,3.0,within a few hours,,16.0,24.0,45.45137,9.14925,t,23,43,64,229,12,4,1,4.92,4.92,4.75,4.75,0.56,71.0,0.6,5.0,0.0466666666666666,0.1004366812227074,0.6666666666666666,4.835,536,90,49,20,2510.0,209.0,-426.0
Entire home/apt,8,2.0,2.0,4.0,within an hour,f,2.0,2.0,25.9874119,-80.119025,t,24,37,61,135,0,0,0,,,,,,500.0,0.5,4.0,,0.1777777777777777,1.0,,430,65,18,18,2515.0,,
Entire home/apt,2,1.0,1.0,1.0,within an hour,,6.0,9.0,38.70343,-9.39813,t,29,59,89,364,56,17,0,4.89,4.96,4.88,4.7,1.28,126.0,0.5,2.0,0.0228571428571428,0.0796703296703296,0.6666666666666666,4.8575,499,79,46,18,2902.0,867.0,-269.0
Entire home/apt,2,1.0,0.0,1.0,within an hour,t,1.0,2.0,51.4656,-2.61748,t,15,32,51,132,408,79,5,4.95,4.94,4.95,4.88,6.89,94.0,0.5,,0.0168872549019607,0.1136363636363636,0.5,4.93,217,38,34,25,1420.0,1416.0,-351.0
Entire home/apt,7,1.0,3.0,4.0,within an hour,t,4.0,6.0,35.95813,14.36936,t,12,12,36,231,38,14,1,4.92,4.95,4.89,4.92,0.36,125.0,0.5714285714285714,2.3333333333333335,0.0094736842105263,0.0519480519480519,0.6666666666666666,4.92,219,37,52,12,3177.0,2820.0,-334.0
Entire home/apt,4,2.0,3.0,3.0,within a few hours,t,9.0,17.0,29.9626674,-90.0774187,t,30,60,90,269,1,0,0,5.0,5.0,5.0,5.0,0.08,150.0,0.75,1.3333333333333333,0.08,0.1115241635687732,0.5294117647058824,5.0,147,25,53,18,2747.0,-61.0,-61.0
Entire home/apt,2,1.0,1.0,1.0,within a day,f,7.0,8.0,36.9567154028696,-121.97606677683662,t,4,4,13,120,2,2,0,5.0,5.0,5.0,5.0,0.65,133.0,0.5,2.0,0.325,0.0333333333333333,0.875,5.0,519,89,18,11,868.0,-273.0,-334.0
Entire home/apt,8,3.0,3.0,8.0,within an hour,f,1.0,1.0,39.54209,2.44396,t,29,58,86,262,1,1,0,5.0,5.0,5.0,5.0,0.13,465.0,1.0,2.6666666666666665,0.13,0.1106870229007633,1.0,5.0,304,53,47,12,-165.0,-203.0,-203.0
Entire home/apt,3,1.0,1.0,1.0,within an hour,t,31.0,38.0,34.008562447632634,-118.23003989357964,t,29,59,89,269,11,7,0,5.0,4.91,4.55,5.0,0.6,173.0,0.3333333333333333,3.0,0.0545454545454545,0.1078066914498141,0.8157894736842105,4.865,498,81,55,11,535.0,125.0,-231.0
Private room,4,1.0,1.0,2.0,,f,5.0,5.0,40.43898,18.18619,,0,0,0,207,0,0,0,,,,,,376.0,0.5,4.0,,0.0,1.0,,0,0,6,13,924.0,,
Entire home/apt,6,1.0,2.0,3.0,,f,1.0,1.0,37.49677,13.1568,t,28,58,88,363,5,0,0,4.6,4.4,4.8,4.2,0.08,50.0,0.5,3.0,0.016,0.0771349862258953,1.0,4.5,210,37,12,18,2693.0,1617.0,120.0
Entire home/apt,12,5.5,5.0,7.0,within an hour,f,145.0,297.0,39.74397,3.13418,t,14,21,21,103,7,3,0,4.86,5.0,4.71,4.86,0.09,648.0,0.5833333333333334,2.4,0.0128571428571428,0.1359223300970873,0.4882154882154882,4.8575,167,27,37,12,2742.0,1895.0,-285.0
Entire home/apt,1,1.0,0.0,1.0,within an hour,t,1.0,1.0,45.44904,9.20579,t,0,0,0,31,27,2,0,4.89,4.63,4.96,4.74,0.25,33.0,1.0,,0.0092592592592592,0.0,1.0,4.805,310,42,18,18,2885.0,2767.0,-274.0
Private room,2,1.0,1.0,1.0,within an hour,t,4.0,4.0,49.89839,-97.08139,t,29,59,89,364,6,2,0,4.17,4.83,4.67,4.33,0.27,64.0,0.5,2.0,0.045,0.0796703296703296,1.0,4.5,87,14,18,20,2305.0,245.0,-118.0
Private room,2,3.0,1.0,1.0,within an hour,f,1.0,1.0,-37.75179063368896,144.81610384616303,t,12,34,64,339,5,5,5,4.2,3.8,4.2,4.2,5.0,59.0,0.5,2.0,1.0,0.0353982300884955,1.0,4.1,366,61,8,20,2043.0,-399.0,-420.0
Entire home/apt,4,1.0,3.0,4.0,,f,1.0,1.0,37.852943,15.294753,t,27,54,71,289,19,6,0,4.95,5.0,4.95,4.95,0.61,220.0,1.0,1.3333333333333333,0.0321052631578947,0.0934256055363321,1.0,4.9624999999999995,376,66,58,11,800.0,576.0,-243.0
Private room,3,1.0,1.0,2.0,within an hour,t,5.0,5.0,40.85363,14.26725,t,1,1,1,1,82,28,1,4.72,4.9,4.27,4.63,1.93,70.0,0.6666666666666666,3.0,0.0235365853658536,1.0,1.0,4.63,513,86,29,33,878.0,833.0,-420.0
Private room,3,1.0,1.0,2.0,,f,3.0,4.0,45.69498,9.66363,t,2,2,2,2,42,0,0,5.0,4.95,4.93,4.88,0.47,86.0,0.6666666666666666,3.0,0.0111904761904761,1.0,0.75,4.9399999999999995,73,10,21,27,3506.0,2331.0,90.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,5.0,5.0,-42.15114,145.33436,t,1,7,22,200,20,12,2,4.85,4.9,4.95,4.8,1.18,220.0,0.5,2.0,0.059,0.005,1.0,4.875,295,55,29,18,2438.0,82.0,-415.0
Entire home/apt,4,1.0,1.0,3.0,within an hour,,3.0,5.0,38.71351,-9.16162,t,1,1,1,1,52,10,0,4.71,4.79,4.83,4.6,1.44,126.0,0.75,4.0,0.0276923076923076,1.0,0.6,4.7325,390,78,19,18,3526.0,652.0,-368.0
Entire home/apt,9,1.5,3.0,5.0,within an hour,t,60.0,96.0,35.3159,25.38666,t,27,57,87,259,3,0,0,4.67,4.33,4.33,4.67,0.1,360.0,0.5555555555555556,3.0,0.0333333333333333,0.1042471042471042,0.625,4.5,332,58,38,12,1811.0,536.0,170.0
Entire home/apt,3,1.0,1.0,2.0,within a few hours,f,1.0,1.0,19.3527171,-99.1939505,t,5,7,33,213,7,7,1,5.0,5.0,5.0,5.0,2.41,870.0,0.6666666666666666,3.0,0.3442857142857143,0.0234741784037558,1.0,5.0,495,74,52,18,2909.0,-275.0,-349.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,1.0,1.0,-34.97212,117.30911,t,7,25,38,127,84,27,1,4.95,4.98,4.96,4.7,2.6,469.0,0.5,2.0,0.0309523809523809,0.0551181102362204,1.0,4.8975,500,77,50,20,2955.0,611.0,-335.0
Entire home/apt,4,1.0,2.0,3.0,within an hour,t,2.0,2.0,37.00531,15.32188,t,17,43,51,261,156,27,0,4.91,4.94,4.81,4.85,1.51,139.0,0.75,2.0,0.0096794871794871,0.0651340996168582,1.0,4.8774999999999995,225,36,74,12,4560.0,2732.0,-327.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,t,2.0,2.0,39.83858,3.12419,t,7,25,45,144,105,24,1,4.85,4.9,4.97,4.74,0.9,100.0,0.5,2.0,0.0085714285714285,0.0486111111111111,1.0,4.865,206,28,62,18,3746.0,3085.0,-428.0
Private room,2,1.0,1.0,1.0,within an hour,t,35.0,35.0,51.508426738756334,-0.340433945269202,t,21,51,81,356,0,0,0,,,,,,65.0,0.5,2.0,,0.0589887640449438,1.0,,510,83,18,20,222.0,,
Entire home/apt,4,1.0,1.0,3.0,within an hour,f,449.0,961.0,38.0815791,12.6869024,t,30,60,90,365,2,1,0,4.5,5.0,4.5,4.5,0.07,47.0,0.75,4.0,0.035,0.0821917808219178,0.4672216441207076,4.625,416,68,25,18,1984.0,516.0,-259.0
Entire home/apt,3,1.0,1.0,2.0,within an hour,t,3.0,3.0,34.05285,-118.18046,t,21,51,81,149,12,12,4,5.0,5.0,4.83,4.92,2.75,140.0,0.6666666666666666,3.0,0.2291666666666666,0.1409395973154362,1.0,4.9375,500,77,53,15,-268.0,-297.0,-419.0
Entire home/apt,8,1.0,3.0,3.0,,f,2.0,2.0,51.47005,-0.16076,t,17,31,55,212,5,4,0,4.4,4.0,4.4,4.6,0.41,499.0,0.375,2.6666666666666665,0.0819999999999999,0.080188679245283,1.0,4.35,513,85,36,18,92.0,22.0,-146.0
Entire home/apt,4,1.0,1.0,2.0,,f,1.0,1.0,55.95146933163674,-3.184158047359115,t,0,0,0,180,0,0,0,,,,,,246.0,0.5,4.0,,0.0,1.0,,493,78,42,12,2899.0,,
Private room,1,1.0,1.0,1.0,within a day,f,1.0,1.0,48.88678504504925,2.3481738749330403,,1,24,54,54,0,0,0,,,,,,60.0,1.0,1.0,,0.0185185185185185,1.0,,0,0,5,27,958.0,,
Entire home/apt,10,2.0,5.0,8.0,within an hour,f,3.0,4.0,38.70558,-9.39422,t,2,2,2,2,11,3,0,4.73,4.64,5.0,4.73,0.24,299.0,0.8,2.0,0.0218181818181818,1.0,0.75,4.775,500,87,38,11,3415.0,919.0,-274.0
Entire home/apt,4,1.0,1.0,1.0,within an hour,f,1.0,1.0,45.434338,12.348248,t,15,18,21,74,120,37,0,4.81,4.89,4.95,4.78,3.38,77.0,0.25,4.0,0.0281666666666666,0.2027027027027027,1.0,4.8575,212,31,40,12,959.0,638.0,-370.0
Entire home/apt,5,2.0,2.0,4.0,within an hour,t,8.0,8.0,35.9213869,14.4903171,t,0,0,25,148,40,13,1,4.8,4.75,4.8,4.85,1.33,120.0,0.8,2.5,0.03325,0.0,1.0,4.800000000000001,470,82,60,18,1491.0,544.0,-343.0
Entire home/apt,4,2.0,2.0,2.0,within an hour,t,26.0,33.0,35.03748,24.78178,t,30,60,90,323,2,2,0,5.0,5.0,5.0,5.0,0.41,430.0,0.5,2.0,0.205,0.0928792569659442,0.7878787878787878,5.0,486,77,53,12,3190.0,-219.0,-241.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,f,775.0,1110.0,41.2734692,16.4255023,t,29,59,89,364,1,1,0,5.0,5.0,5.0,5.0,0.22,75.0,0.5,4.0,0.22,0.0796703296703296,0.6981981981981982,5.0,433,73,20,12,2201.0,-232.0,-232.0
Entire home/apt,4,1.0,1.0,1.0,within an hour,t,2.0,2.0,32.82051,-96.82818,t,0,0,0,0,25,25,2,5.0,4.96,4.8,4.84,3.57,163.0,0.25,4.0,0.1427999999999999,,1.0,4.9,510,74,57,18,881.0,-229.0,-424.0
Entire home/apt,3,1.0,1.0,1.0,a few days or more,f,1.0,1.0,48.12022,11.63181,t,4,34,64,64,21,13,0,4.86,4.9,4.71,4.76,1.33,108.0,0.3333333333333333,3.0,0.0633333333333333,0.0625,1.0,4.807500000000001,352,56,4,18,934.0,111.0,-300.0
Entire home/apt,2,1.5,0.0,1.0,within an hour,f,103.0,151.0,48.89037,2.34345,t,21,26,48,315,6,6,5,3.67,3.83,4.33,3.33,4.86,65.0,0.5,,0.81,0.0666666666666666,0.6821192052980133,3.79,268,42,43,18,1687.0,-307.0,-339.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,,345.0,386.0,41.43128,2.17784,t,6,12,33,308,122,19,0,4.65,4.6,4.56,4.48,1.8,94.0,0.5,2.0,0.0147540983606557,0.0194805194805194,0.8937823834196891,4.5725,515,90,27,18,4784.0,1601.0,-383.0
Private room,2,1.0,1.0,1.0,within a few hours,f,4.0,7.0,43.74196998830655,-79.32133084420758,t,1,31,61,335,0,0,0,,,,,,35.0,0.5,2.0,,0.0029850746268656,0.5714285714285714,,493,77,32,20,285.0,,
Private room,2,1.0,1.0,1.0,within an hour,f,2.0,2.0,35.89183,14.49241,t,23,53,83,83,2,2,0,5.0,5.0,4.5,5.0,0.55,30.0,0.5,2.0,0.275,0.2771084337349397,1.0,4.875,477,74,33,27,112.0,-250.0,-275.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,7.0,7.0,41.70082,2.8376,t,11,11,12,287,0,0,0,,,,,,87.0,0.5,4.0,,0.0383275261324041,1.0,,153,27,29,18,595.0,,
Private room,1,1.0,1.0,1.0,within a day,f,1.0,1.0,-34.13879,18.42142,t,28,58,88,363,0,0,0,,,,,,617.0,1.0,1.0,,0.0771349862258953,1.0,,49,9,38,20,1620.0,,
Entire home/apt,4,1.0,2.0,3.0,within a day,f,5.0,6.0,36.76884,14.63515,t,24,54,84,359,3,1,0,4.33,4.33,4.0,4.33,0.03,90.0,0.75,2.0,0.01,0.0668523676880222,0.8333333333333334,4.2475000000000005,222,36,21,18,3031.0,2723.0,-248.0
Private room,2,1.0,1.0,1.0,,f,1.0,1.0,34.1087,-118.38772,t,30,60,89,89,0,0,0,,,,,,102.0,0.5,2.0,,0.3370786516853932,1.0,,0,0,23,20,2549.0,,
Entire home/apt,3,1.0,2.0,3.0,within an hour,f,19.0,20.0,43.32413,-1.97191,t,27,57,87,270,10,10,0,4.2,4.4,4.7,4.0,1.63,146.0,1.0,1.5,0.1629999999999999,0.1,0.95,4.325,510,87,16,18,2476.0,-182.0,-307.0
Entire home/apt,6,1.0,4.0,4.0,within an hour,t,1.0,2.0,43.41688177861717,-2.722357660531997,t,22,52,82,307,61,17,0,4.84,4.87,4.43,4.72,1.12,100.0,0.6666666666666666,1.5,0.0183606557377049,0.0716612377850162,0.5,4.715,345,66,29,18,1297.0,1267.0,-247.0
Entire home/apt,3,1.0,1.0,2.0,within an hour,t,7.0,7.0,37.977325,23.730145,t,14,44,74,347,81,8,1,4.84,4.94,4.93,4.78,1.17,72.0,0.6666666666666666,3.0,0.0144444444444444,0.0403458213256484,1.0,4.8725000000000005,267,40,41,18,1750.0,1724.0,-352.0
Private room,2,1.0,1.0,1.0,within a few hours,t,1.0,1.0,40.74660568319967,-73.88225566595793,t,5,9,12,52,62,62,4,4.98,4.97,4.79,4.94,8.61,124.0,0.5,2.0,0.1388709677419354,0.0961538461538461,1.0,4.92,516,81,33,27,2922.0,-212.0,-424.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,1.0,2.0,38.920100067059785,-77.0445665458207,t,24,54,84,263,2,2,0,5.0,5.0,5.0,4.5,0.24,92.0,0.5,2.0,0.12,0.091254752851711,0.5,4.875,524,86,44,12,4126.0,-187.0,-311.0
Entire home/apt,3,1.0,0.0,2.0,,f,1.0,1.0,35.50801,27.21616,t,28,58,88,178,2,0,0,4.0,4.0,4.5,3.5,0.12,100.0,0.6666666666666666,,0.06,0.1573033707865168,1.0,4.0,490,85,4,18,1062.0,156.0,142.0
Private room,4,1.0,1.0,2.0,within an hour,t,2.0,3.0,32.81613,-117.1618,t,13,17,17,17,41,41,4,4.98,5.0,4.8,4.93,6.47,77.0,0.5,4.0,0.1578048780487805,0.7647058823529411,0.6666666666666666,4.9275,488,84,38,20,2118.0,-168.0,-342.0
Private room,2,1.0,1.0,2.0,within a few hours,f,126.0,195.0,1.34458,103.73395,t,29,59,89,269,0,0,0,,,,,,80.0,1.0,2.0,,0.1078066914498141,0.6461538461538462,,504,76,14,27,1547.0,,
Entire home/apt,7,4.0,4.0,4.0,within a few hours,t,2.0,2.0,48.87997,2.38903,t,9,10,10,38,42,3,0,4.88,4.64,4.79,4.79,0.5,375.0,0.5714285714285714,1.75,0.0119047619047619,0.2368421052631578,1.0,4.7749999999999995,479,74,57,11,2712.0,2195.0,-220.0
Entire home/apt,3,1.0,1.0,1.0,,f,1.0,4.0,43.64701,-79.39395,t,27,57,87,87,1,0,0,5.0,5.0,4.0,5.0,0.01,160.0,0.3333333333333333,3.0,0.01,0.3103448275862069,0.25,4.75,47,10,14,12,5138.0,1651.0,1651.0
Private room,2,1.0,1.0,6.0,,f,3.0,3.0,38.1581798,13.175378,t,28,58,88,352,3,3,0,5.0,5.0,5.0,5.0,0.35,72.0,3.0,2.0,0.1166666666666666,0.0795454545454545,1.0,5.0,361,63,38,33,-86.0,-111.0,-223.0
Entire home/apt,3,1.0,1.0,1.0,within an hour,t,7.0,7.0,35.51779,24.01553,t,30,60,90,276,12,12,0,4.67,4.83,5.0,4.83,2.05,85.0,0.3333333333333333,3.0,0.1708333333333333,0.108695652173913,1.0,4.8325,470,87,11,18,931.0,-188.0,-314.0
Entire home/apt,6,1.0,2.0,3.0,within an hour,f,140.0,246.0,45.46085,9.1831,t,17,39,69,268,3,3,0,5.0,5.0,4.33,5.0,0.73,180.0,0.5,3.0,0.2433333333333333,0.0634328358208955,0.5691056910569106,4.8325,141,22,26,18,2763.0,-315.0,-407.0
Entire home/apt,8,2.0,2.0,5.0,within an hour,t,7.0,7.0,45.479089932351705,9.194913555073024,t,30,53,83,164,107,48,2,4.9,4.94,4.82,4.76,4.76,325.0,0.625,4.0,0.0444859813084112,0.1829268292682926,1.0,4.855,510,81,50,18,964.0,235.0,-419.0
Entire home/apt,12,3.0,4.0,9.0,within an hour,t,3.0,3.0,35.5952937675,-82.6606937534,t,25,55,85,257,8,8,0,5.0,5.0,5.0,5.0,0.82,457.0,0.75,3.0,0.1025,0.0972762645914396,1.0,5.0,497,79,70,11,2665.0,-147.0,-360.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,1.0,1.0,53.219006,-8.693309,t,23,53,83,358,90,36,0,4.92,4.98,4.82,4.81,3.0,95.0,0.5,2.0,0.0333333333333333,0.0642458100558659,1.0,4.8825,490,83,28,20,580.0,553.0,-285.0
Entire home/apt,3,2.0,3.0,2.0,within an hour,f,1.0,1.0,37.41189,-122.12206,t,0,0,16,105,18,6,0,5.0,5.0,5.0,4.94,0.67,310.0,0.6666666666666666,1.0,0.0372222222222222,0.0,1.0,4.985,492,81,59,11,2806.0,449.0,-326.0
Entire home/apt,12,4.5,5.0,0.0,within a day,f,758.0,962.0,36.439619340978574,28.208990722259703,t,0,0,0,145,0,0,0,,,,,,736.0,0.0,2.4,,0.0,0.7879417879417879,,330,58,12,12,658.0,,
Entire home/apt,3,1.0,1.0,2.0,within an hour,f,3.0,3.0,41.008598,17.0036504,t,28,58,88,88,1,1,1,5.0,5.0,5.0,5.0,1.0,73.0,0.6666666666666666,3.0,1.0,0.3181818181818182,1.0,5.0,491,77,29,18,-325.0,-360.0,-360.0
Entire home/apt,4,1.0,1.0,1.0,,f,1.0,1.0,45.47928,9.22154,t,23,53,83,83,0,0,0,,,,,,95.0,0.25,4.0,,0.2771084337349397,1.0,,417,68,21,18,-190.0,,
Entire home/apt,8,3.0,3.0,5.0,within an hour,t,83.0,242.0,29.96682,-90.08666,t,18,40,66,156,9,9,0,4.56,4.67,4.56,4.56,0.9,169.0,0.625,2.6666666666666665,0.1,0.1153846153846153,0.3429752066115702,4.5874999999999995,489,72,34,11,2534.0,-126.0,-394.0
Entire home/apt,4,1.0,1.0,3.0,within an hour,t,1.0,1.0,37.77503,-122.45629,t,19,42,71,71,45,20,1,4.96,4.96,5.0,4.82,1.9,236.0,0.75,4.0,0.0422222222222222,0.2676056338028169,1.0,4.9350000000000005,363,59,70,18,2370.0,283.0,-413.0
Entire home/apt,10,3.0,4.0,8.0,within an hour,t,3.0,3.0,33.34167,-118.32436,t,5,22,30,203,174,41,3,4.99,4.97,5.0,4.93,3.23,505.0,0.8,2.5,0.0185632183908045,0.0246305418719211,1.0,4.9725,362,67,37,11,1409.0,1190.0,-419.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,f,12.0,14.0,48.13683,11.60849,t,0,0,0,0,726,99,8,4.7,4.75,4.78,4.66,6.73,107.0,0.5,2.0,0.0092699724517906,,0.8571428571428571,4.7225,224,36,42,18,4514.0,2874.0,-357.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,10.0,10.0,52.50682186807835,13.39880551653292,t,28,49,76,148,4,4,1,5.0,5.0,5.0,4.75,1.4,168.0,0.5,4.0,0.35,0.1891891891891892,1.0,4.9375,344,56,27,18,272.0,-270.0,-334.0
Entire home/apt,7,2.0,2.0,3.0,a few days or more,f,1.0,1.0,40.73844,-74.20877,t,27,57,87,362,5,0,0,5.0,5.0,4.6,5.0,0.32,189.0,0.4285714285714285,3.5,0.064,0.074585635359116,1.0,4.9,514,83,50,18,2490.0,99.0,15.0
Private room,4,1.0,2.0,2.0,,f,1.0,1.0,40.57942281758896,-73.95640552507665,t,29,59,89,364,0,0,0,,,,,,212.0,0.5,2.0,,0.0796703296703296,1.0,,407,62,6,27,921.0,,
Entire home/apt,6,2.0,2.0,3.0,within a few hours,f,239.0,243.0,22.22122,-159.47167,t,30,60,90,90,1,0,0,5.0,5.0,5.0,5.0,0.04,329.0,0.5,3.0,0.04,0.3333333333333333,0.9835390946502056,5.0,59,11,25,18,688.0,274.0,274.0
Entire home/apt,1,1.0,0.0,1.0,within a few hours,f,83.0,86.0,40.74926,-73.97643,t,30,60,90,365,1,0,0,4.0,4.0,5.0,5.0,0.02,130.0,1.0,,0.02,0.0821917808219178,0.9651162790697676,4.5,493,74,23,18,2484.0,1006.0,1006.0
Entire home/apt,6,2.0,2.0,2.0,within an hour,f,58.0,76.0,1.2945864490836356,103.8380394171201,t,19,49,79,351,3,3,0,4.33,5.0,4.33,4.33,0.48,606.0,0.3333333333333333,3.0,0.16,0.0541310541310541,0.7631578947368421,4.4975000000000005,348,53,24,25,3689.0,-177.0,-199.0
Entire home/apt,8,2.0,3.0,4.0,within an hour,f,22.0,29.0,51.38786832689403,-0.2897029754684939,t,16,16,16,16,3,3,0,4.67,4.67,4.67,5.0,0.52,166.0,0.5,2.6666666666666665,0.1733333333333333,1.0,0.7586206896551724,4.7524999999999995,555,87,23,18,1324.0,-172.0,-293.0
Entire home/apt,2,1.0,1.0,1.0,within a few hours,f,18.0,133.0,30.26058,-97.72066,t,28,58,88,178,1,1,0,3.0,3.0,4.0,3.0,0.1,118.0,0.5,2.0,0.1,0.1573033707865168,0.1353383458646616,3.25,488,78,41,18,2580.0,-133.0,-133.0
Entire home/apt,4,2.0,2.0,2.0,within an hour,t,1.0,1.0,20.72577,-156.44584,t,10,34,57,218,22,11,3,4.95,4.91,4.91,4.77,1.32,325.0,0.5,2.0,0.06,0.0458715596330275,1.0,4.885,499,79,76,12,224.0,63.0,-426.0
Entire home/apt,4,1.0,2.0,2.0,within an hour,t,6.0,6.0,41.12843,16.8713,t,10,26,54,329,181,110,9,4.76,4.63,4.93,4.7,9.03,54.0,0.5,2.0,0.0498895027624309,0.0303951367781155,1.0,4.755,367,61,43,12,2798.0,234.0,-356.0
Entire home/apt,4,1.0,1.0,3.0,within an hour,f,4.0,4.0,41.32035,16.29347,t,30,60,84,359,0,0,0,,,,,,112.0,0.75,4.0,,0.0835654596100278,1.0,,205,29,49,20,3980.0,,
Entire home/apt,4,1.0,1.0,2.0,within an hour,f,3.0,7.0,39.83927,3.12022,t,7,35,63,211,177,39,0,4.75,4.76,4.81,4.6,3.79,456.0,0.5,4.0,0.021412429378531,0.0331753554502369,0.4285714285714285,4.73,457,70,35,18,4004.0,967.0,-303.0
Entire home/apt,4,1.0,2.0,3.0,within an hour,t,8.0,8.0,-34.0589131,151.1569258,t,28,58,88,271,0,0,0,,,,,,285.0,0.75,2.0,,0.1033210332103321,1.0,,314,54,44,18,567.0,,
Private room,3,1.0,1.0,2.0,within an hour,f,15.0,15.0,21.28196317523694,-157.82823503823172,t,16,37,61,277,23,5,0,4.57,4.48,4.87,4.48,0.92,142.0,0.6666666666666666,3.0,0.04,0.0577617328519855,1.0,4.6000000000000005,495,76,71,21,382.0,314.0,-305.0
Entire home/apt,3,1.0,2.0,2.0,within an hour,t,3.0,3.0,51.45906,-2.565,t,12,42,72,252,102,14,0,4.87,4.69,4.62,4.82,1.28,75.0,0.6666666666666666,1.5,0.0125490196078431,0.0476190476190476,1.0,4.75,416,76,55,18,2750.0,2032.0,-305.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,t,2.0,2.0,-22.989640864303308,-43.43976375262977,t,0,0,26,206,2,2,0,5.0,5.0,5.0,5.0,0.17,656.0,0.5,2.0,0.085,0.0,1.0,5.0,36,7,11,18,1897.0,-1.0,-230.0
Entire home/apt,10,2.0,4.0,5.0,within an hour,t,1.0,1.0,45.56977585751,-122.66108446624338,t,15,37,59,331,115,99,7,4.83,4.79,4.83,4.74,7.44,146.0,0.5,2.5,0.064695652173913,0.0453172205438066,1.0,4.7975,480,79,49,11,1507.0,36.0,-420.0
Private room,2,2.0,1.0,1.0,within an hour,f,9.0,9.0,53.34436,-6.28129,t,20,50,76,166,123,62,3,4.37,4.33,4.37,4.18,5.03,62.0,0.5,2.0,0.0408943089430894,0.1204819277108433,1.0,4.3125,518,90,40,27,1253.0,386.0,-330.0
Entire home/apt,6,3.0,3.0,3.0,,f,1.0,1.0,34.09149,-118.60048,t,27,57,87,87,0,0,0,,,,,,300.0,0.5,2.0,,0.3103448275862069,1.0,,433,70,29,11,3872.0,,
Entire home/apt,14,3.0,5.0,7.0,within an hour,t,1.0,1.0,36.1851791,-115.0344354,t,14,31,50,225,5,5,0,4.8,4.8,4.4,4.4,0.86,499.0,0.5,2.8,0.172,0.0622222222222222,1.0,4.6,483,91,51,11,-65.0,-265.0,-300.0
Entire home/apt,6,1.0,2.0,3.0,within an hour,f,35.0,53.0,48.85971,2.35399,t,5,21,50,230,46,46,3,4.63,4.72,4.98,4.59,4.38,195.0,0.5,3.0,0.0952173913043478,0.0217391304347826,0.660377358490566,4.73,301,51,33,18,672.0,-28.0,-321.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,1.0,1.0,45.59464,-122.74913,t,24,44,70,153,221,29,1,5.0,4.99,4.95,4.91,2.67,125.0,0.5,4.0,0.0120814479638009,0.1568627450980392,1.0,4.9625,478,81,47,17,3849.0,2059.0,-413.0
Entire home/apt,12,1.0,2.0,6.0,within an hour,f,576.0,1081.0,38.075361,13.083417,t,30,60,90,365,0,0,0,,,,,,235.0,0.5,6.0,,0.0821917808219178,0.5328399629972248,,449,74,30,12,347.0,,
Private room,2,1.0,1.0,1.0,within a few hours,f,1.0,2.0,51.53471943817509,-0.2360432254971674,t,0,0,0,94,12,12,4,4.67,5.0,4.83,4.75,5.37,55.0,0.5,2.0,0.4475,0.0,0.5,4.8125,387,70,11,20,-4.0,-279.0,-336.0
Entire home/apt,2,1.0,1.0,1.0,within an hour,f,1.0,4.0,43.6408455,-79.4143193,t,17,27,56,197,2,2,2,5.0,5.0,5.0,5.0,2.0,266.0,0.5,2.0,1.0,0.0862944162436548,0.25,5.0,302,51,54,18,3430.0,-397.0,-398.0
Entire home/apt,4,1.0,1.0,2.0,within an hour,t,6.0,6.0,52.32609,-9.27653,t,0,0,0,180,2,2,0,5.0,5.0,5.0,5.0,0.45,119.0,0.5,4.0,0.225,0.0,1.0,5.0,498,89,9,4,2479.0,-214.0,-216.0
Private room,3,1.0,1.0,3.0,,f,58.0,60.0,50.09220007150788,14.430020764842272,t,0,0,0,49,4,0,0,4.0,4.0,5.0,4.75,0.19,850.0,1.0,3.0,0.0475,0.0,0.9666666666666668,4.4375,414,74,11,27,576.0,176.0,133.0
Entire home/apt,12,3.0,3.0,6.0,a few days or more,f,14.0,16.0,40.06047,18.03908,t,0,0,0,153,0,0,0,,,,,,180.0,0.5,4.0,,0.0,0.875,,512,77,44,18,3110.0,,
