property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_listings_count,host_total_listings_count,latitude,longitude,city,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,description_char_len,description_word_count,amenities_char_len,amenities_item_count,bathrooms_per_bedroom,accommodates_per_bedroom,beds_per_bedroom,availability_30_share,review_scores_avg_quality,reviews_activity_ratio
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,2.0,2.0,40.84947094492534,14.25877563446066,Naples,t,7,10,36,121,21,21,0,5.0,4.95,4.86,4.86,1.82,75.0,493,85,425,24,1.0,2.0,2.0,0.0578512396694214,4.975,11.538461538461538
Entire rental unit,Entire home/apt,5,1.5,2.0,3.0,1.0,1.0,41.165016,-8.598843,Porto,t,0,0,0,46,46,0,0,4.87,4.83,4.67,4.8,0.43,58.0,148,25,512,27,0.75,2.5,1.5,0.0,4.85,106.97674418604652
Entire home,Entire home/apt,4,2.0,2.0,4.0,2.0,3.0,39.99778,3.804,Menorca,t,14,44,67,337,133,12,0,4.7,4.62,4.55,4.62,1.11,81.0,327,63,554,34,1.0,2.0,2.0,0.0415430267062314,4.66,119.8198198198198
Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,1.0,1.0,-33.99246,18.46903,Cape Town,t,10,16,38,127,171,17,1,4.88,4.97,4.88,4.88,1.99,750.0,1000,178,921,51,1.0,2.0,1.0,0.0787401574803149,4.925,85.92964824120602
Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,6.0,16.0,45.30292,-66.02179,New Brunswick,t,9,9,28,303,37,6,1,4.68,4.54,4.73,4.76,0.66,76.0,385,63,564,32,0.5,2.5,1.0,0.0297029702970297,4.609999999999999,56.060606060606055
Private room in rental unit,Private room,1,1.0,1.0,1.0,22.0,73.0,51.5601527,-0.1223038,London,t,8,38,68,119,1,0,0,5.0,5.0,5.0,5.0,0.07,69.0,582,105,348,19,1.0,1.0,1.0,0.0672268907563025,5.0,14.285714285714285
Private room in rental unit,Private room,1,0.0,1.0,1.0,1.0,2.0,40.8916,29.19786,Istanbul,t,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,700.0,70,12,189,11,0.0,1.0,1.0,0.1078066914498141,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,8.0,8.0,43.77247,11.24549,Florence,t,0,11,30,305,129,27,0,4.63,4.68,4.88,4.55,1.91,79.0,522,78,766,41,1.0,2.0,0.0,0.0,4.654999999999999,67.53926701570681
Private room in home,Private room,1,1.0,1.0,1.0,2.0,3.0,-42.91074,147.4284,Tasmania,t,30,60,90,90,35,5,2,4.91,5.0,4.69,4.83,0.9,84.0,19,2,192,9,1.0,1.0,1.0,0.3333333333333333,4.955,38.888888888888886
Entire home,Entire home/apt,8,3.0,3.0,6.0,21.0,33.0,29.963257294702675,-90.0828155502677,New Orleans,t,30,60,89,89,3,1,1,4.67,4.33,5.0,4.0,0.23,362.0,471,83,235,14,1.0,2.6666666666666665,2.0,0.3370786516853932,4.5,13.043478260869565
Private room in rental unit,Private room,1,1.0,1.0,1.0,1.0,1.0,1.29397,103.79737,Singapore,t,9,9,9,242,0,0,0,4.86,4.87,4.88,4.77,0.87,50.0,376,59,453,24,1.0,1.0,1.0,0.0371900826446281,4.855,27.85923753665689
Entire home,Entire home/apt,6,2.0,3.0,3.0,2.0,5.0,33.90359,-118.09295,Los Angeles,t,17,47,77,167,44,5,0,4.52,4.66,4.66,4.5,0.52,150.0,478,73,953,48,0.6666666666666666,2.0,1.0,0.1017964071856287,4.59,84.61538461538461
Private room in home,Private room,1,1.0,1.0,1.0,4.0,9.0,51.55135,-0.11174,London,t,16,40,66,148,169,67,3,4.78,4.83,4.78,4.71,2.85,47.0,485,77,315,19,1.0,1.0,1.0,0.1081081081081081,4.805,59.29824561403509
Entire chalet,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,-35.02034,117.3251,Western Australia,t,0,18,38,279,70,11,0,4.86,4.91,4.89,4.71,1.05,240.0,459,78,497,30,1.0,2.0,1.0,0.0,4.885,66.66666666666666
Room in hotel,Private room,2,1.0,1.0,1.0,16.0,16.0,38.71588,-9.1348,Lisbon,t,1,3,6,111,1,1,0,5.0,5.0,4.0,5.0,0.5,107.0,354,58,440,29,1.0,2.0,1.0,0.009009009009009,5.0,2.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,24.0,33.0,37.78971,-122.43572,San Francisco,t,0,0,29,304,1,0,0,5.0,5.0,5.0,5.0,0.07,150.0,309,54,210,15,1.0,2.0,1.0,0.0,5.0,14.285714285714285
Private room in rental unit,Private room,2,1.0,1.0,1.0,3.0,4.0,40.6829,-73.91235,New York City,t,24,54,84,359,83,0,0,4.73,4.71,4.63,4.67,2.27,70.0,360,59,691,35,1.0,2.0,1.0,0.0668523676880222,4.720000000000001,36.563876651982376
Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,220.0,290.0,37.10179475313286,25.37726567515652,South Aegean,t,30,60,90,357,3,3,0,4.33,4.67,5.0,5.0,0.43,32.0,431,70,305,21,0.5,2.5,2.0,0.0840336134453781,4.5,6.976744186046512
Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,4.0,5.0,38.72067,-9.1352,Lisbon,t,8,11,16,63,86,1,0,4.62,4.56,4.48,4.49,0.81,87.0,463,75,429,25,0.5,2.5,1.0,0.1269841269841269,4.59,106.17283950617283
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,51.51389,-0.02052,London,t,8,38,68,343,16,4,0,4.63,4.31,4.69,4.44,0.55,127.0,365,62,321,24,1.0,2.0,1.0,0.0233236151603498,4.47,29.09090909090909
Private room in serviced apartment,Private room,2,1.0,1.0,1.0,73.0,86.0,40.72269,-74.04833,Jersey City,t,16,42,72,347,6,6,1,5.0,5.0,4.83,4.83,1.62,97.0,427,67,659,40,1.0,2.0,1.0,0.0461095100864553,5.0,3.7037037037037033
Private room in rental unit,Private room,1,3.0,1.0,1.0,10.0,10.0,45.7569705,4.7826822,Lyon,t,3,3,3,3,4,1,0,4.75,4.5,4.5,5.0,0.21,35.0,520,90,315,21,3.0,1.0,1.0,1.0,4.625,19.047619047619047
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,3.0,3.0,-22.916775561492187,-43.17778251660864,Rio de Janeiro,t,14,39,62,330,25,25,3,4.96,4.84,4.88,5.0,3.16,301.0,203,31,290,17,1.0,2.0,0.0,0.0424242424242424,4.9,7.911392405063291
Entire home,Entire home/apt,10,3.0,3.0,5.0,122.0,195.0,33.34201,-118.32546,Los Angeles,t,21,46,73,276,8,2,0,4.5,4.38,5.0,4.13,0.17,800.0,496,92,448,32,1.0,3.3333333333333335,1.6666666666666667,0.0760869565217391,4.4399999999999995,47.05882352941176
Entire villa,Entire home/apt,11,2.0,5.0,6.0,1430.0,3254.0,40.6367,17.50421,Puglia,t,0,27,57,269,19,6,0,4.84,4.74,4.84,4.89,0.24,237.0,171,28,222,14,0.4,2.2,1.2,0.0,4.79,79.16666666666667
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,10.0,12.0,19.36588,-99.18517,Mexico City,t,5,27,57,147,127,55,3,4.8,4.67,4.94,4.78,3.78,794.0,427,66,433,27,1.0,3.0,2.0,0.0340136054421768,4.734999999999999,33.5978835978836
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,59.9166951,10.7962622,Oslo,t,2,32,62,62,11,11,1,4.91,4.55,4.82,4.73,1.68,950.0,445,79,183,13,1.0,2.0,1.0,0.032258064516129,4.73,6.5476190476190474
Entire home,Entire home/apt,6,2.0,3.0,5.0,1.0,1.0,39.7983,2.69943,Mallorca,t,5,28,44,120,85,12,0,4.82,4.86,4.88,4.76,0.8,136.0,208,36,451,32,0.6666666666666666,2.0,1.6666666666666667,0.0416666666666666,4.84,106.25
Entire guesthouse,Entire home/apt,3,1.0,2.0,2.0,1.0,1.0,-28.83986,153.44273,Northern Rivers,t,0,0,0,0,87,20,3,4.83,4.86,4.91,4.84,1.85,130.0,546,81,699,40,0.5,1.5,1.0,0.0732394366197183,4.845000000000001,47.027027027027025
Entire home,Entire home/apt,8,2.5,4.0,5.0,1.0,1.0,52.09342,-7.61416,Ireland,t,17,47,77,253,165,36,1,4.98,4.94,4.98,4.93,2.09,220.0,224,40,501,32,0.625,2.0,1.25,0.067193675889328,4.960000000000001,78.94736842105263
Entire loft,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,44.49557,11.33515,Bologna,t,2,2,27,27,86,0,0,4.91,4.92,4.95,4.79,0.88,115.0,166,31,368,23,1.0,2.0,1.0,0.074074074074074,4.915,97.72727272727272
Private room in rental unit,Private room,3,1.0,1.0,1.0,16.0,27.0,25.058567293417685,121.51378199458122,Taipei,t,0,0,25,300,0,0,0,4.86,4.87,4.88,4.77,0.87,680.0,1000,155,738,40,1.0,3.0,1.0,0.0,4.855,27.85923753665689
Room in boutique hotel,Private room,2,4.0,1.0,1.0,15.0,15.0,37.77373731536954,-122.41031983731818,San Francisco,t,21,22,52,212,134,6,0,4.28,4.48,3.63,4.23,1.99,125.0,337,55,909,46,4.0,2.0,1.0,0.0990566037735849,4.380000000000001,67.33668341708542
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,1.0,37.98755155726812,23.722861870100022,Athens,t,29,59,89,364,1,1,0,1.0,1.0,1.0,1.0,0.1,32.0,307,52,99,8,1.0,4.0,1.0,0.0796703296703296,1.0,10.0
Private room in townhouse,Private room,4,1.0,1.0,2.0,1.0,3.0,37.8415,-122.28597,Oakland,t,19,34,61,150,132,36,4,4.93,4.81,4.84,4.9,1.95,69.0,453,75,747,41,1.0,4.0,2.0,0.1266666666666666,4.869999999999999,67.6923076923077
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,3.0,5.0,42.38266,-71.12925,Cambridge,t,7,7,9,253,29,2,0,4.66,4.24,4.9,4.45,0.26,150.0,326,48,732,43,0.5,1.5,1.0,0.0276679841897233,4.45,111.53846153846152
Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,3.0,55.6895,12.56288,Copenhagen,t,17,44,45,124,317,36,5,4.84,4.76,4.95,4.77,2.69,535.0,287,52,270,16,1.0,2.0,1.0,0.1370967741935483,4.8,117.84386617100373
Entire condo,Entire home/apt,2,0.0,0.0,1.0,1.0,1.0,44.52062,11.2749,Bologna,t,0,0,0,43,194,5,0,4.56,4.68,4.42,4.63,1.46,85.0,53,10,398,26,1.0,2.0,1.0,0.0,4.619999999999999,132.87671232876713
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2.0,3.0,41.39952999479959,2.168963709759624,Barcelona,t,12,26,53,189,0,0,0,4.86,4.87,4.88,4.77,0.87,184.0,398,65,316,21,1.0,2.0,1.5,0.0634920634920634,4.855,27.85923753665689
Entire home,Entire home/apt,8,2.0,4.0,4.0,25.0,35.0,-33.834799482186554,121.9151385820518,Western Australia,t,7,37,67,341,0,0,0,4.86,4.87,4.88,4.77,0.87,500.0,426,75,352,20,0.5,2.0,1.0,0.0205278592375366,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,1.0,41.715,2.92903,Girona,t,14,30,47,245,89,14,0,4.87,4.87,4.91,4.83,0.99,140.0,520,95,162,13,0.5,2.0,1.0,0.0571428571428571,4.87,89.8989898989899
Private room in home,Private room,2,1.5,1.0,1.0,4.0,4.0,46.07105,-64.6967,New Brunswick,t,0,0,0,119,2,2,0,5.0,4.5,5.0,5.0,0.47,55.0,111,19,124,8,1.5,2.0,1.0,0.0,4.75,4.25531914893617
Farm stay,Entire home/apt,2,1.0,1.0,2.0,2.0,5.0,-32.23441,151.81085,Mid North Coast,t,23,41,41,118,65,7,1,5.0,4.98,4.98,4.95,0.83,270.0,405,66,846,50,1.0,2.0,2.0,0.1949152542372881,4.99,78.3132530120482
Private room in home,Private room,2,1.0,1.0,1.0,2.0,2.0,45.11345,-93.33624,Twin Cities MSA,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,150.0,48,9,239,12,1.0,2.0,1.0,0.0821917808219178,4.855,27.85923753665689
Private room in home,Private room,1,2.0,1.0,1.0,3.0,4.0,55.938605713381286,-3.175371462544703,Edinburgh,t,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,480.0,142,20,712,42,2.0,1.0,1.0,0.1078066914498141,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,1.0,1.0,51.684963498736565,-9.446360246557616,Ireland,t,0,0,0,41,4,4,0,5.0,5.0,4.75,5.0,0.87,170.0,376,69,184,11,0.5,2.0,2.0,0.0,5.0,4.597701149425287
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,-43.00968,147.0345,Tasmania,t,8,27,43,277,20,9,0,4.85,5.0,5.0,5.0,0.91,110.0,560,85,983,53,1.0,2.0,1.0,0.0288808664259927,4.925,21.978021978021975
Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,4.0,5.0,37.24093,-121.95733,Santa Clara County,t,20,29,29,186,62,15,0,4.82,4.95,4.98,4.81,1.43,185.0,499,80,1066,58,0.5,2.5,1.5,0.1075268817204301,4.885,43.35664335664336
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,23.0,33.0,45.48213678189983,9.18648572664575,Milan,t,15,23,32,301,7,7,0,4.43,4.14,4.71,4.43,2.73,58.0,463,83,273,17,1.0,2.0,1.0,0.0498338870431893,4.285,2.5641025641025643
Room in hotel,Private room,2,1.0,1.0,2.0,5.0,5.0,52.51674,13.40531,Berlin,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,999.0,9,1,250,15,1.0,2.0,2.0,0.0821917808219178,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,48.869549,2.401537,Paris,t,24,54,84,359,3,0,0,4.33,4.33,4.67,4.33,0.1,80.0,449,77,585,36,1.0,2.0,1.0,0.0668523676880222,4.33,30.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,8.0,8.0,-33.67445,115.03211,Western Australia,t,6,30,49,294,26,4,0,4.62,4.65,4.92,4.65,0.32,536.0,1000,165,480,33,1.0,2.0,1.0,0.0204081632653061,4.635,81.25
Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,26.0,56.0,51.51377020667337,-0.1790226827915058,London,t,3,17,38,260,2,2,2,5.0,5.0,5.0,5.0,2.0,306.0,323,49,657,40,1.0,3.0,1.5,0.0115384615384615,5.0,1.0
Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,1.0,2.0,45.69354,9.67469,Bergamo,t,1,1,1,1,208,0,0,4.82,4.96,4.77,4.81,1.68,59.0,477,79,218,15,1.0,3.0,1.5,1.0,4.890000000000001,123.8095238095238
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,-22.9300455,-43.23985,Rio de Janeiro,t,6,6,6,6,1,1,0,5.0,5.0,5.0,5.0,0.09,520.0,447,70,687,38,1.0,2.0,1.0,1.0,5.0,11.11111111111111
Private room in townhouse,Private room,1,1.0,1.0,1.0,2.0,4.0,34.05487,-118.33038,Los Angeles,t,29,59,89,268,4,0,0,5.0,5.0,5.0,5.0,0.1,60.0,75,12,605,37,1.0,1.0,1.0,0.1082089552238805,5.0,40.0
Entire home,Entire home/apt,8,2.0,4.0,4.0,1.0,1.0,33.91430307295898,-118.36095366631156,Los Angeles,t,10,23,33,46,47,35,0,4.79,4.81,4.68,4.81,3.03,248.0,323,48,544,34,0.5,2.0,1.0,0.217391304347826,4.8,15.511551155115512
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,2.0,6.0,38.71184,-9.14694,Lisbon,t,12,17,28,87,278,38,1,4.31,4.44,4.79,4.38,2.27,89.0,322,53,247,16,0.5,2.0,1.0,0.1379310344827586,4.375,122.4669603524229
Entire condo,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,36.61492,27.83813,South Aegean,t,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,458,84,516,28,1.0,2.0,1.0,0.0796703296703296,4.855,27.85923753665689
Entire condo,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,51.54873,-0.10754,London,t,13,43,73,163,57,16,2,4.58,4.4,4.77,4.39,1.49,93.0,281,47,561,33,1.0,2.0,1.0,0.0797546012269938,4.49,38.25503355704698
Private room in guesthouse,Private room,2,1.0,1.0,1.0,7.0,8.0,35.88736,14.51789,Malta,t,22,52,82,357,41,39,2,4.71,4.83,4.63,4.63,3.15,34.0,515,82,529,31,1.0,2.0,1.0,0.0616246498599439,4.77,13.015873015873016
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,285.0,435.0,40.73083,17.57956,Puglia,t,28,58,88,363,11,0,0,4.0,4.64,4.73,4.0,0.39,74.0,498,87,157,12,1.0,2.0,1.0,0.0771349862258953,4.32,28.205128205128204
Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,6.0,6.0,41.14266,-8.61745,Porto,t,10,12,18,251,162,16,0,4.81,4.94,4.95,4.75,1.36,132.0,315,59,612,35,0.3333333333333333,2.0,1.3333333333333333,0.0398406374501992,4.875,119.11764705882352
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1.0,38.90804311833406,-76.98552166137696,"Washington, D.C",t,10,36,56,139,193,84,5,4.97,4.98,4.43,4.85,7.67,117.0,458,76,1079,52,1.0,4.0,2.0,0.0719424460431654,4.975,25.16297262059974
Entire condo,Entire home/apt,3,1.0,1.0,1.0,27.0,31.0,51.5174934,-0.1546106,London,t,13,19,49,324,9,9,0,4.11,4.33,4.89,4.22,0.99,181.0,183,29,759,46,1.0,3.0,1.0,0.0401234567901234,4.220000000000001,9.090909090909092
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,48.82307728675484,2.3541720695988424,Paris,t,1,1,1,40,0,0,0,4.86,4.87,4.88,4.77,0.87,100.0,82,14,44,4,1.0,2.0,1.0,0.025,4.855,27.85923753665689
Entire home,Entire home/apt,8,2.0,4.0,4.0,1.0,1.0,-32.12937,115.78509,Western Australia,t,26,56,86,176,6,0,0,4.83,4.83,4.67,5.0,0.09,724.0,500,85,273,19,0.5,2.0,1.0,0.1477272727272727,4.83,66.66666666666667
Private room in home,Private room,2,3.0,1.0,1.0,1.0,1.0,51.54985,0.10151,London,t,29,59,89,364,1,0,0,5.0,5.0,5.0,5.0,0.06,45.0,80,15,517,30,3.0,2.0,1.0,0.0796703296703296,5.0,16.666666666666668
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,2.0,-42.69035,147.21963,Tasmania,t,17,47,77,352,90,2,0,4.98,4.96,4.83,4.94,0.95,163.0,506,80,410,27,1.0,2.0,1.0,0.0482954545454545,4.970000000000001,94.73684210526316
Private room in home,Private room,2,1.0,1.0,1.0,3.0,8.0,32.97379,-97.28791,Fort Worth,t,21,51,80,80,90,4,0,4.86,4.82,4.79,4.83,1.16,29.0,442,73,329,20,1.0,2.0,1.0,0.2625,4.84,77.58620689655173
Private room in nature lodge,Private room,2,1.5,1.0,2.0,4.0,4.0,-26.71073,153.04136,Sunshine Coast,t,7,15,45,46,101,23,1,4.99,5.0,4.91,4.96,1.2,103.0,486,92,1119,62,1.5,2.0,2.0,0.1521739130434782,4.995,84.16666666666667
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1.0,1.0,38.70942,-9.15362,Lisbon,t,3,11,16,40,95,28,1,4.93,4.86,4.85,4.89,1.87,86.0,461,76,889,47,1.0,2.0,2.0,0.075,4.895,50.80213903743315
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,28.0,46.0,48.21222,16.36938,Vienna,t,17,39,57,332,202,60,3,4.45,4.68,4.95,4.46,4.43,107.0,580,99,827,40,1.0,2.0,1.0,0.0512048192771084,4.5649999999999995,45.59819413092551
Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,1.0,1.0,39.46204,-0.33912,Valencia,t,0,0,0,163,98,0,0,4.51,4.47,4.6,4.56,1.17,120.0,218,34,659,37,0.5,1.5,1.5,0.0,4.49,83.76068376068376
Private room in rental unit,Private room,1,0.0,1.0,1.0,781.0,987.0,38.92789870832648,-77.02841979645792,"Washington, D.C",t,25,55,85,360,0,0,0,4.86,4.87,4.88,4.77,0.87,57.0,121,20,223,16,0.0,1.0,1.0,0.0694444444444444,4.855,27.85923753665689
Entire condo,Entire home/apt,2,1.0,1.0,2.0,2.0,3.0,45.44382,12.32964,Venice,t,13,17,29,284,210,19,0,4.61,4.5,4.92,4.56,1.31,99.0,501,88,327,20,1.0,2.0,2.0,0.0457746478873239,4.555,160.3053435114504
Entire home,Entire home/apt,2,1.0,1.0,1.0,6.0,6.0,37.50537,15.08339,Sicily,t,29,59,82,330,46,29,1,4.83,4.85,4.87,4.87,2.11,54.0,337,63,136,9,1.0,2.0,1.0,0.0878787878787878,4.84,21.80094786729858
Entire condo,Entire home/apt,2,2.0,1.0,1.0,24.0,28.0,21.8774249,-159.464581,Hawaii,t,7,24,41,274,57,26,2,4.86,4.86,4.93,4.61,2.26,315.0,180,26,877,54,2.0,2.0,1.0,0.0255474452554744,4.86,25.2212389380531
Entire cottage,Entire home/apt,3,1.0,2.0,3.0,2.0,9.0,-34.3879547385033,119.37937192618848,Western Australia,t,11,12,26,26,5,5,0,5.0,5.0,5.0,5.0,0.48,200.0,270,47,779,47,0.5,1.5,1.5,0.4230769230769231,5.0,10.416666666666668
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,50.84870505019431,4.343369454145432,Brussels,t,12,29,55,330,72,50,0,4.81,4.76,4.85,4.71,4.25,99.0,343,63,615,36,1.0,2.0,1.0,0.0363636363636363,4.785,16.941176470588236
Entire home,Entire home/apt,14,3.0,4.0,9.0,3.0,10.0,37.70001,-122.46411,San Mateo County,t,9,33,50,157,328,40,1,4.93,4.92,4.79,4.89,3.94,561.0,491,85,572,34,0.75,3.5,2.25,0.0573248407643312,4.925,83.248730964467
Entire loft,Entire home/apt,2,1.0,1.0,1.0,2.0,3.0,19.38058,-99.18161,Mexico City,t,0,24,54,329,8,2,0,4.38,3.63,4.75,4.63,0.22,910.0,236,37,607,32,1.0,2.0,1.0,0.0,4.005,36.36363636363637
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,2.0,3.0,41.15286607381858,16.409867189146603,Puglia,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,70.0,185,33,425,23,1.0,2.0,1.0,0.0821917808219178,4.855,27.85923753665689
Entire home,Entire home/apt,4,1.5,2.0,2.0,1.0,2.0,26.18203,-80.21845,Broward County,t,8,12,12,12,32,1,1,5.0,5.0,4.81,5.0,0.52,124.0,504,82,463,29,0.75,2.0,1.0,0.6666666666666666,5.0,61.53846153846153
Entire condo,Entire home/apt,6,1.5,3.0,3.0,4.0,4.0,54.9527939,-7.735121800000001,Ireland,t,14,14,14,132,87,40,1,4.9,4.83,4.84,4.86,3.37,89.0,535,93,832,46,0.5,2.0,1.0,0.106060606060606,4.865,25.816023738872403
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,5255.0,5458.0,40.75865,-73.96221,New York City,t,19,49,79,354,0,0,0,4.86,4.87,4.88,4.77,0.87,411.0,308,51,464,31,1.0,2.0,1.0,0.0536723163841807,4.855,27.85923753665689
Room in aparthotel,Entire home/apt,2,1.0,1.0,1.0,48.0,71.0,40.71958,-73.99391,New York City,t,2,32,62,62,57,13,0,4.81,4.89,4.91,4.75,1.07,191.0,369,64,339,21,1.0,2.0,1.0,0.032258064516129,4.85,53.271028037383175
Private room in home,Private room,2,1.0,1.0,1.0,5.0,5.0,-27.577849149799643,153.05625405312173,Brisbane,t,16,46,76,76,13,13,4,4.77,4.62,4.77,4.85,5.2,70.0,546,86,731,40,1.0,2.0,1.0,0.2105263157894736,4.695,2.5
Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,7.0,7.0,36.3882,25.45827,South Aegean,t,20,50,80,353,1,0,0,5.0,4.0,4.0,4.0,0.02,282.0,73,13,202,14,1.0,3.0,2.0,0.0566572237960339,4.5,50.0
Entire home,Entire home/apt,10,2.0,5.0,9.0,2.0,4.0,36.09212,-115.13323,"Clark County, NV",t,20,40,65,306,4,3,0,5.0,4.75,4.75,4.25,0.3,681.0,348,56,265,17,0.4,2.0,1.8,0.065359477124183,4.875,13.333333333333334
Entire cabin,Entire home/apt,2,1.0,0.0,1.0,5.0,5.0,35.58656186124431,-82.49205105006695,Asheville,t,0,0,5,5,2,0,0,5.0,5.0,4.5,4.5,0.12,95.0,478,78,671,38,1.0,2.0,1.0,0.0,5.0,16.666666666666668
Private room in bungalow,Private room,2,2.0,1.0,1.0,11.0,11.0,43.73596,-79.27735,Toronto,t,0,0,0,0,33,0,0,4.79,4.85,4.55,4.55,0.36,53.0,511,84,467,30,2.0,2.0,1.0,0.0732394366197183,4.82,91.66666666666669
Entire home,Entire home/apt,3,1.5,1.0,1.0,1.0,1.0,52.34294,4.90752,Amsterdam,t,27,52,82,262,6,0,0,4.67,5.0,5.0,4.33,0.32,307.0,279,47,1431,66,1.5,3.0,1.0,0.1030534351145038,4.835,18.75
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,120.0,420.0,35.86507,14.56156,Malta,t,30,60,90,365,7,2,0,4.86,4.57,4.57,4.86,0.24,71.0,537,91,666,36,1.0,2.0,1.5,0.0821917808219178,4.715,29.166666666666668
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,164.0,290.0,35.1896325,25.7170042,Crete,t,26,56,86,361,0,0,0,4.86,4.87,4.88,4.77,0.87,96.0,59,8,732,45,1.0,4.0,2.0,0.0720221606648199,4.855,27.85923753665689
Entire cottage,Entire home/apt,4,1.0,2.0,2.0,1.0,1.0,52.4557589,-9.7336279,Ireland,t,0,0,0,161,38,12,0,4.92,5.0,4.84,4.95,1.97,200.0,521,75,939,50,0.5,2.0,1.0,0.0,4.96,19.289340101522843
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9.0,13.0,26.00421,-80.1442,Broward County,t,27,57,87,177,10,10,0,4.1,4.0,4.1,3.9,2.33,81.0,502,78,464,31,1.0,2.0,1.0,0.1525423728813559,4.05,4.291845493562231
Entire rental unit,Entire home/apt,3,1.5,1.0,2.0,1.0,1.0,-22.96558,-43.17614,Rio de Janeiro,t,22,52,73,348,0,0,0,4.86,4.87,4.88,4.77,0.87,200.0,456,73,70,6,1.5,3.0,2.0,0.0632183908045977,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,17.0,22.0,47.60451,-122.3186,Seattle,t,30,60,90,90,288,15,0,4.82,4.89,4.85,4.69,3.71,55.0,498,80,629,33,1.0,2.0,1.0,0.3333333333333333,4.855,77.62803234501348
Entire home,Entire home/apt,7,3.0,3.0,3.0,281.0,317.0,34.138541694548366,-118.38116117070956,Los Angeles,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,260.0,392,59,680,45,1.0,2.3333333333333335,1.0,0.0821917808219178,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,14.0,14.0,51.49653,-0.16205,London,t,5,30,30,242,17,17,3,5.0,5.0,5.0,4.94,2.16,702.0,492,67,1585,79,1.0,2.0,1.0,0.0206611570247933,5.0,7.87037037037037
