property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_listings_count,host_total_listings_count,latitude,longitude,city,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,description_char_len,description_word_count,amenities_char_len,amenities_item_count,bathrooms_per_bedroom,accommodates_per_bedroom,beds_per_bedroom,availability_30_share,review_scores_avg_quality,reviews_activity_ratio
Private room in home,Private room,2,1.0,1.0,2.0,1.0,1.0,38.99066,-77.04364,"Washington, D.C",t,18,48,78,353,67,10,0,4.85,4.78,4.93,4.9,0.68,72.0,490,87,589,34,1.0,2.0,2.0,0.0509915014164305,4.8149999999999995,98.52941176470588
Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,55.0,55.0,45.47227,9.20736,Milan,t,10,39,64,255,1,0,0,5.0,5.0,5.0,5.0,0.08,133.0,431,68,479,29,1.0,4.0,2.0,0.0392156862745098,5.0,12.5
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,32.75477,-117.05815,San Diego,t,0,0,0,0,134,3,1,4.93,4.9,4.86,4.91,1.7,116.0,493,82,617,35,1.0,2.0,1.0,0.0732394366197183,4.915,78.82352941176471
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7.0,21.0,51.49839640012434,-0.1841591555161204,London,t,24,54,84,85,0,0,0,4.86,4.87,4.88,4.77,0.87,191.0,322,51,540,35,1.0,2.0,1.0,0.2823529411764706,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1.0,1.0,48.85696,2.37214,Paris,t,4,21,44,111,71,13,1,4.96,4.86,4.96,4.9,0.94,85.0,460,77,629,36,1.0,2.0,2.0,0.036036036036036,4.91,75.53191489361703
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,11.0,11.0,37.97703552246094,23.73078155517578,Athens,t,11,29,55,235,317,129,5,4.9,4.94,4.91,4.91,10.17,66.0,499,85,925,47,1.0,2.0,1.0,0.0468085106382978,4.92,31.170108161258604
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,1.0,48.8354636,2.403251,Paris,missing,15,45,75,255,0,0,0,4.86,4.87,4.88,4.77,0.87,700.0,0,0,82,7,0.5,2.0,1.0,0.0588235294117647,4.855,27.85923753665689
Entire home,Entire home/apt,9,2.0,4.0,6.0,140.0,219.0,-26.7111181,153.1322712,Sunshine Coast,t,17,33,48,270,49,11,1,4.59,4.51,4.84,4.29,1.04,275.0,456,78,992,60,0.5,2.25,1.5,0.0629629629629629,4.55,47.11538461538461
Private room in rental unit,Private room,1,1.0,1.0,1.0,18.0,20.0,-22.80685,-43.21158,Rio de Janeiro,t,4,26,29,29,1,1,0,5.0,5.0,4.0,4.0,0.1,231.0,55,8,120,7,1.0,1.0,1.0,0.1379310344827586,5.0,10.0
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,2.0,2.0,37.80438,-122.23975,Oakland,t,30,60,90,365,11,0,0,4.64,4.45,4.64,4.55,0.08,133.0,0,0,270,19,1.0,2.0,0.0,0.0821917808219178,4.545,137.5
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,12.0,12.0,41.1099,16.87117,Puglia,t,8,18,32,218,0,0,0,4.86,4.87,4.88,4.77,0.87,97.0,263,42,415,24,0.5,2.0,1.5,0.036697247706422,4.855,27.85923753665689
Private room in rental unit,Private room,2,1.0,1.0,1.0,2.0,4.0,38.77137,-9.29078,Lisbon,t,30,60,90,365,2,2,0,4.0,4.5,4.0,3.5,0.35,46.0,60,10,197,11,1.0,2.0,1.0,0.0821917808219178,4.25,5.714285714285714
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,50.82599,4.33511,Brussels,t,5,27,54,323,3,3,0,5.0,5.0,5.0,5.0,0.42,77.0,389,64,72,4,1.0,2.0,1.0,0.0154798761609907,5.0,7.142857142857143
Private room in home,Private room,4,1.0,2.0,2.0,3.0,3.0,-42.88611254898159,147.31569462285455,Tasmania,t,15,37,37,37,9,9,3,4.89,4.78,5.0,4.89,2.57,112.0,561,91,751,47,0.5,2.0,1.0,0.4054054054054054,4.835,3.5019455252918292
Private room in rental unit,Private room,1,1.0,1.0,1.0,1.0,2.0,34.07645598964661,-118.2991165280872,Los Angeles,t,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,100.0,304,50,193,12,1.0,1.0,1.0,0.1078066914498141,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,316.0,359.0,-37.80476842213991,144.96509570008334,Melbourne,t,18,18,18,18,10,10,0,4.4,4.5,4.7,4.3,1.06,90.0,384,57,462,31,1.0,2.0,0.0,1.0,4.45,9.433962264150942
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,97.0,265.0,43.6703938,-79.39430279999999,Toronto,t,29,59,89,179,24,24,1,4.88,4.96,4.96,4.71,2.49,231.0,247,41,771,40,1.0,2.0,1.0,0.1620111731843575,4.92,9.638554216867467
Entire rental unit,Entire home/apt,10,5.0,6.0,7.0,11.0,13.0,38.703468,-9.393315,Lisbon,t,21,32,42,291,27,10,0,4.7,4.63,4.81,4.26,0.83,110.0,459,78,819,48,0.8333333333333334,1.6666666666666667,1.1666666666666667,0.0721649484536082,4.665,32.53012048192771
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,2.0,2.0,41.10633,16.69051,Puglia,t,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,50.0,43,6,184,12,1.0,2.0,1.0,0.1078066914498141,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,1.0,45.45072,-73.57309,Montreal,t,29,59,89,269,48,2,0,4.77,4.92,4.73,4.71,0.61,96.0,259,45,483,30,0.5,2.0,1.0,0.1078066914498141,4.845,78.68852459016394
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,1.0,48.85765,2.3807,Paris,t,16,46,76,256,4,4,0,5.0,5.0,4.75,5.0,0.94,200.0,201,37,578,35,0.5,2.0,1.0,0.0625,5.0,4.25531914893617
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,48.884336610508896,2.388891662171128,Paris,t,27,57,87,362,0,0,0,4.86,4.87,4.88,4.77,0.87,110.0,210,33,210,12,1.0,2.0,1.0,0.074585635359116,4.855,27.85923753665689
Entire home,Entire home/apt,8,6.0,4.0,4.0,2.0,2.0,39.32046982799206,3.1401057941319888,Mallorca,t,30,60,90,247,0,0,0,4.86,4.87,4.88,4.77,0.87,327.0,498,81,147,10,1.5,2.0,1.0,0.1214574898785425,4.855,27.85923753665689
Entire villa,Entire home/apt,8,4.0,4.0,6.0,21.0,25.0,41.71104,2.90296,Girona,t,29,32,62,302,123,16,0,4.84,4.72,4.91,4.63,0.98,671.0,284,49,1053,54,1.0,2.0,1.5,0.0960264900662251,4.779999999999999,125.51020408163264
Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,2.0,11.0,39.51385,2.74751,Mallorca,t,24,54,84,359,0,0,0,4.86,4.87,4.88,4.77,0.87,400.0,118,21,83,6,0.75,2.0,1.5,0.0668523676880222,4.855,27.85923753665689
Entire rental unit,Entire home/apt,8,1.0,1.0,4.0,9.0,14.0,21.28097100422648,-157.8253670385822,Hawaii,t,6,22,51,316,10,10,3,4.2,4.0,4.4,4.0,4.05,146.0,494,78,960,55,1.0,8.0,4.0,0.0189873417721519,4.1,2.469135802469136
Entire condo,Entire home/apt,2,1.0,1.0,1.0,1.0,2.0,43.64379,-79.38808,Toronto,t,2,4,34,34,63,40,1,4.87,4.92,4.92,4.65,2.29,211.0,471,74,867,53,1.0,2.0,1.0,0.0588235294117647,4.895,27.510917030567686
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,2.0,48.89172,2.34375,Paris,t,29,59,89,364,45,0,0,4.8,4.84,4.95,4.8,0.44,110.0,271,48,255,19,1.0,2.0,1.0,0.0796703296703296,4.82,102.27272727272728
Entire villa,Entire home/apt,6,3.0,3.0,3.0,7.0,7.0,40.71609,17.5645,Puglia,t,23,53,83,258,3,1,0,5.0,5.0,5.0,5.0,0.03,400.0,475,75,872,49,1.0,2.0,1.0,0.0891472868217054,5.0,100.0
Entire rental unit,Entire home/apt,6,2.0,3.0,6.0,2.0,3.0,39.70827,3.4604,Mallorca,t,30,47,68,181,17,1,0,4.35,4.41,4.76,4.35,0.18,360.0,467,84,1029,55,0.6666666666666666,2.0,2.0,0.1657458563535911,4.38,94.44444444444444
Entire villa,Entire home/apt,8,4.0,3.0,4.0,41.0,115.0,-21.92823,114.12601,Western Australia,t,24,54,84,296,14,2,0,4.14,4.14,4.64,4.0,0.23,279.0,59,11,130,8,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.081081081081081,4.14,60.869565217391305
Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,10.0,10.0,41.15594,-8.62384,Porto,t,17,27,31,274,100,3,0,4.59,4.86,4.52,4.62,0.77,68.0,190,33,398,25,0.5,3.0,2.0,0.0620437956204379,4.725,129.87012987012986
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15.0,16.0,48.18906,16.32565,Vienna,t,0,0,0,209,20,2,0,4.8,5.0,4.6,4.85,0.29,41.0,382,63,738,41,1.0,2.0,1.0,0.0,4.9,68.96551724137932
Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,9.0,15.0,46.52886,6.6123,Vaud,t,29,59,87,314,4,0,0,4.5,5.0,5.0,4.25,0.13,150.0,339,58,116,9,0.3333333333333333,1.6666666666666667,1.0,0.0923566878980891,4.75,30.769230769230766
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,3.0,40.66241,-73.99197,New York City,t,2,25,55,205,78,1,0,4.79,4.78,4.74,4.81,0.68,110.0,280,43,571,32,1.0,2.0,1.0,0.0097560975609756,4.785,114.70588235294116
Private room in rental unit,Private room,2,1.0,1.0,1.0,23.0,27.0,39.4636314,-0.3821885,Valencia,t,9,22,31,31,1,1,1,5.0,5.0,5.0,5.0,1.0,67.0,445,68,704,43,1.0,2.0,1.0,0.2903225806451613,5.0,1.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4.0,5.0,41.116007,16.4858406,Puglia,t,28,58,88,363,1,1,0,5.0,5.0,5.0,5.0,0.11,94.0,99,17,145,10,1.0,2.0,1.0,0.0771349862258953,5.0,9.090909090909092
Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,7.0,7.0,40.39729676949653,-3.733474974026712,Madrid,t,18,18,18,81,23,23,1,4.83,5.0,4.3,4.61,2.03,63.0,395,69,525,32,1.0,2.0,1.0,0.2222222222222222,4.915,11.330049261083746
Entire home,Entire home/apt,3,1.0,1.0,0.0,2.0,8.0,38.7236513,-9.3035093,Lisbon,t,0,0,0,191,0,0,0,4.86,4.87,4.88,4.77,0.87,71.0,187,34,349,21,1.0,3.0,0.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1.0,51.60704629243836,-0.1594465779120445,London,t,7,7,7,7,10,10,7,5.0,5.0,4.8,4.9,6.38,88.0,466,74,576,36,1.0,3.0,2.0,1.0,5.0,1.567398119122257
Entire rental unit,Entire home/apt,2,0.0,0.0,1.0,1.0,4.0,48.88518734538741,2.340100909667788,Paris,t,0,0,8,172,4,2,0,4.5,4.5,5.0,4.75,0.32,100.0,201,34,773,42,1.0,2.0,1.0,0.0,4.5,12.5
Private room in guesthouse,Private room,2,1.0,1.0,1.0,3.0,3.0,-33.85959,18.54811,Cape Town,t,0,0,0,0,8,0,0,4.25,4.88,5.0,4.38,0.1,500.0,357,58,241,16,1.0,2.0,1.0,0.0732394366197183,4.5649999999999995,80.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,52.53455350932633,13.343117708701822,Berlin,t,30,60,90,90,0,0,0,4.86,4.87,4.88,4.77,0.87,39.0,462,77,72,5,1.0,2.0,1.0,0.3333333333333333,4.855,27.85923753665689
Entire home,Entire home/apt,10,3.0,3.0,5.0,3.0,3.0,36.185993,-86.741821,Nashville,t,13,38,62,337,348,18,0,4.93,4.95,4.91,4.84,2.95,144.0,471,77,775,43,1.0,3.3333333333333335,1.6666666666666667,0.0385756676557863,4.9399999999999995,117.96610169491524
Private room in home,Private room,1,1.0,1.0,1.0,9.0,18.0,34.20217,-118.51681,Los Angeles,t,30,60,90,334,16,3,0,4.63,4.69,4.5,4.5,0.26,36.0,326,60,470,27,1.0,1.0,1.0,0.0898203592814371,4.66,61.53846153846153
Entire home,Entire home/apt,4,1.0,1.0,2.0,7.0,7.0,40.34991036500502,18.167025996295187,Puglia,t,26,56,86,355,2,2,2,5.0,5.0,4.5,5.0,2.0,117.0,526,91,801,40,1.0,4.0,2.0,0.0732394366197183,5.0,1.0
Entire home,Entire home/apt,4,1.0,1.0,1.0,3.0,4.0,36.31447844283351,28.09571609633204,South Aegean,t,30,60,90,343,5,5,0,5.0,5.0,5.0,5.0,0.45,80.0,415,65,568,37,1.0,4.0,1.0,0.0874635568513119,5.0,11.11111111111111
Entire condo,Entire home/apt,4,1.0,1.0,2.0,417.0,609.0,20.97504615783692,-156.6785430908203,Hawaii,t,4,18,48,303,22,5,0,4.82,4.91,4.95,4.59,0.6,275.0,177,27,490,33,1.0,4.0,2.0,0.0132013201320132,4.865,36.66666666666667
Entire rental unit,Entire home/apt,6,2.0,4.0,4.0,1.0,1.0,48.8536729,2.3664477,Paris,t,14,14,14,14,11,1,0,4.45,4.45,5.0,4.64,0.61,280.0,481,86,1248,64,0.5,1.5,1.0,1.0,4.45,18.0327868852459
Entire home,Entire home/apt,8,3.0,4.0,4.0,1.0,1.0,49.26581174250252,-123.16691295281892,Vancouver,t,17,32,47,47,40,28,0,5.0,5.0,5.0,4.83,2.05,704.0,454,75,788,43,0.75,2.0,1.0,0.3617021276595745,5.0,19.512195121951223
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,3.0,48.8395628,2.3399136,Paris,t,10,20,40,309,0,0,0,4.86,4.87,4.88,4.77,0.87,128.0,482,80,553,36,1.0,2.0,1.0,0.0323624595469255,4.855,27.85923753665689
Entire condo,Entire home/apt,4,1.0,1.0,2.0,1.0,1.0,51.52767,-0.09534,London,t,3,33,52,52,20,7,2,4.95,4.95,4.8,4.9,0.66,156.0,510,89,487,32,1.0,4.0,2.0,0.0576923076923076,4.95,30.3030303030303
Entire home,Entire home/apt,12,3.0,4.0,7.0,4.0,5.0,34.04734,-118.02235,Los Angeles,t,17,42,64,208,1,1,0,5.0,5.0,5.0,5.0,0.83,368.0,454,73,417,25,0.75,3.0,1.75,0.0817307692307692,5.0,1.2048192771084338
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1.0,45.43691,9.23712,Milan,t,17,33,57,207,169,45,2,4.76,4.69,4.6,4.66,3.49,77.0,525,85,1126,59,1.0,4.0,2.0,0.0821256038647343,4.725,48.42406876790831
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4427.0,5829.0,36.11444,-115.17108,"Clark County, NV",t,28,58,88,363,0,0,0,4.86,4.87,4.88,4.77,0.87,296.0,494,76,804,45,1.0,2.0,1.0,0.0771349862258953,4.855,27.85923753665689
Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,8.0,8.0,35.94691,14.39976,Malta,t,29,59,89,364,3,3,0,5.0,5.0,4.67,4.67,0.66,115.0,219,40,660,40,0.6666666666666666,2.0,1.6666666666666667,0.0796703296703296,5.0,4.545454545454545
Private room in farm stay,Private room,2,1.0,1.0,1.0,6.0,6.0,37.46836,14.35402,Sicily,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,80.0,69,11,62,4,1.0,2.0,1.0,0.0821917808219178,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,5255.0,5458.0,37.78399,-122.389842,San Francisco,t,1,1,28,303,1,0,0,5.0,5.0,5.0,4.0,0.03,170.0,230,35,499,34,1.0,2.0,1.0,0.0033003300330033,5.0,33.333333333333336
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1.0,48.85890623068735,2.358172369311524,Paris,t,0,0,0,0,15,0,0,4.73,4.6,5.0,4.53,0.84,340.0,359,52,722,40,1.0,3.0,2.0,0.0732394366197183,4.665,17.857142857142858
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,45.0,45.0,40.4378730034449,-3.715475713291713,Madrid,t,0,0,0,217,0,0,0,4.86,4.87,4.88,4.77,0.87,77.0,394,62,289,21,1.0,4.0,2.0,0.0,4.855,27.85923753665689
Entire home,Entire home/apt,10,2.0,4.0,6.0,2.0,2.0,-38.13363,145.16437,Melbourne,t,22,48,50,50,23,8,2,4.57,4.57,4.57,4.57,0.72,229.0,346,57,1019,51,0.5,2.5,1.5,0.44,4.57,31.944444444444446
Private room in bungalow,Private room,2,1.0,1.0,1.0,2.0,2.0,55.95739,-3.13364,Edinburgh,t,3,33,63,332,70,12,0,4.97,4.97,4.71,4.81,0.67,105.0,346,65,176,11,1.0,2.0,1.0,0.0090361445783132,4.97,104.4776119402985
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,2.0,40.73252249999999,-73.8906776,New York City,t,29,59,89,179,0,0,0,4.86,4.87,4.88,4.77,0.87,200.0,510,87,1098,57,1.0,4.0,2.0,0.1620111731843575,4.855,27.85923753665689
Private room in guesthouse,Private room,2,1.0,1.0,1.0,2.0,2.0,44.82215,-0.60983,Bordeaux,t,14,28,28,28,308,90,5,4.81,4.91,4.74,4.8,6.48,43.0,500,85,482,25,1.0,2.0,1.0,0.5,4.859999999999999,47.53086419753086
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4.0,4.0,51.48486071839751,-0.1938880472092063,London,t,18,48,78,78,0,0,0,4.86,4.87,4.88,4.77,0.87,114.0,396,68,673,40,1.0,2.0,1.0,0.2307692307692307,4.855,27.85923753665689
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,-31.47482,152.90319,Mid North Coast,t,6,6,6,6,618,123,10,4.94,4.94,4.84,4.92,8.07,102.0,481,81,632,37,1.0,2.0,1.0,1.0,4.94,76.57992565055761
Entire home,Entire home/apt,4,2.5,3.0,3.0,1.0,3.0,-31.81402,115.7391,Western Australia,t,10,10,35,216,31,1,0,4.9,4.94,4.93,4.7,0.35,650.0,442,76,1206,66,0.8333333333333334,1.3333333333333333,1.0,0.0462962962962962,4.92,88.57142857142858
Entire home,Entire home/apt,4,2.0,2.0,5.0,115.0,118.0,38.69721,13.15438,Sicily,t,0,0,0,0,9,0,0,4.67,4.44,4.89,4.67,0.13,100.0,308,52,283,19,1.0,2.0,2.5,0.0732394366197183,4.555,69.23076923076923
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1250.0,1528.0,40.7277197389755,17.4265963300247,Puglia,t,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,105.0,499,86,313,23,1.0,4.0,2.0,0.0796703296703296,4.855,27.85923753665689
Entire serviced apartment,Entire home/apt,6,1.0,1.0,3.0,2.0,2.0,48.19306010835322,16.329551930688492,Vienna,t,0,0,0,0,32,16,0,4.88,4.94,4.5,4.78,1.18,59.0,181,30,919,50,1.0,6.0,3.0,0.0732394366197183,4.91,27.118644067796613
Entire villa,Entire home/apt,6,3.0,3.0,3.0,242.0,787.0,36.86253,15.12167,Sicily,t,0,0,1,217,0,0,0,4.86,4.87,4.88,4.77,0.87,373.0,31,5,407,28,1.0,2.0,1.0,0.0,4.855,27.85923753665689
Entire villa,Entire home/apt,7,2.0,3.0,5.0,103.0,344.0,35.34197,24.63542,Crete,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,155.0,0,0,325,23,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.0821917808219178,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,4.0,4.0,35.33601,25.12361,Crete,t,0,0,0,92,112,16,0,4.94,4.96,4.7,4.83,1.66,65.0,421,71,1003,52,0.5,2.0,1.0,0.0,4.95,67.46987951807229
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,1.0,37.0701491,15.28983,Sicily,t,0,0,0,142,13,8,0,4.92,5.0,4.62,5.0,0.68,95.0,496,86,821,41,1.0,4.0,1.0,0.0,4.96,19.11764705882353
Entire guest suite,Entire home/apt,4,1.5,2.0,2.0,5.0,5.0,-38.28636,145.01571,Mornington Peninsula,t,0,0,0,0,157,49,3,4.99,5.0,4.95,4.93,1.81,186.0,463,75,664,39,0.75,2.0,1.0,0.0732394366197183,4.995,86.74033149171271
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,32.8016242,-117.2403587,San Diego,t,18,44,73,315,4,4,4,5.0,5.0,5.0,4.25,4.0,145.0,506,78,658,41,1.0,2.0,1.0,0.0571428571428571,5.0,1.0
Entire cottage,Entire home/apt,4,1.0,2.0,3.0,2.0,5.0,52.1752,-6.58665,Ireland,t,0,0,2,162,24,4,0,4.88,4.96,4.96,5.0,0.37,100.0,303,44,753,45,0.5,2.0,1.5,0.0,4.92,64.86486486486487
Private room in bed and breakfast,Private room,2,1.0,2.0,2.0,1.0,2.0,53.320181723622106,-6.293133383825437,Dublin,t,0,0,0,0,0,0,0,4.86,4.87,4.88,4.77,0.87,78.0,71,13,104,6,0.5,1.0,1.0,0.0732394366197183,4.855,27.85923753665689
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,122.0,122.0,39.74128,-105.03758,Denver,t,4,30,60,335,3,2,0,4.67,5.0,3.33,4.33,0.17,57.0,500,70,563,31,1.0,2.0,1.0,0.0119402985074626,4.835,17.64705882352941
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5.0,6.0,36.28196,28.16402,South Aegean,t,0,0,0,251,45,4,0,4.58,4.73,4.18,4.64,0.33,48.0,233,35,476,27,1.0,2.0,2.0,0.0,4.655,136.36363636363637
Entire home,Entire home/apt,7,2.5,3.0,4.0,2.0,2.0,-31.946185805622303,116.01556422700769,Western Australia,t,0,8,14,255,0,0,0,4.86,4.87,4.88,4.77,0.87,475.0,501,77,1077,64,0.8333333333333334,2.3333333333333335,1.3333333333333333,0.0,4.855,27.85923753665689
Private room in home,Private room,4,1.5,1.0,3.0,1.0,1.0,52.3694,4.93222,Amsterdam,t,13,16,26,26,441,82,5,4.95,4.97,4.8,4.8,5.86,150.0,494,86,707,39,1.5,4.0,3.0,0.5,4.96,75.25597269624573
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,1.0,44.50042,11.3407,Bologna,t,7,7,7,7,207,26,0,4.46,4.66,4.79,4.3,2.99,207.0,505,82,476,30,1.0,4.0,1.0,1.0,4.5600000000000005,69.23076923076923
Entire home,Entire home/apt,16,2.5,4.0,4.0,4.0,4.0,40.04676,-83.0443,Columbus,t,29,59,89,262,8,8,1,5.0,4.88,5.0,5.0,1.0,485.0,445,66,907,53,0.625,4.0,1.0,0.1106870229007633,4.9399999999999995,8.0
Private room in casa particular,Private room,2,1.0,1.0,1.0,2.0,2.0,40.94765,17.29885,Puglia,missing,30,60,90,351,0,0,0,4.86,4.87,4.88,4.77,0.87,148.0,0,0,222,14,1.0,2.0,1.0,0.0854700854700854,4.855,27.85923753665689
Private room in rental unit,Private room,2,2.0,1.0,1.0,4.0,4.0,38.11217,13.36917,Sicily,t,21,51,81,352,148,85,2,4.76,4.74,4.66,4.82,6.66,35.0,56,9,133,11,2.0,2.0,1.0,0.0596590909090909,4.75,22.22222222222222
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,11.0,14.0,-27.47765,153.03624,Brisbane,t,21,45,71,346,1,1,1,4.0,4.0,4.0,4.0,1.0,232.0,508,85,748,45,0.6666666666666666,2.0,1.0,0.0606936416184971,4.0,1.0
Entire home,Entire home/apt,4,1.0,2.0,1.0,3.0,3.0,35.4628253419447,24.13410834867962,Crete,t,0,0,28,287,10,2,0,4.8,4.8,4.7,4.6,0.33,80.0,499,92,809,46,0.5,2.0,0.5,0.0,4.8,30.3030303030303
Private room in rental unit,Private room,2,1.0,1.0,1.0,4.0,4.0,-22.9399354,-43.3377079,Rio de Janeiro,t,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,0.31,550.0,441,73,99,7,1.0,2.0,1.0,0.0821917808219178,5.0,3.2258064516129035
Entire condo,Entire home/apt,3,1.0,2.0,2.0,1.0,1.0,43.640804363745,-79.41430619407728,Toronto,t,28,58,88,363,26,13,1,4.65,4.65,4.77,4.42,1.3,143.0,471,71,832,45,0.5,1.5,1.0,0.0771349862258953,4.65,20.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,11.0,25.0,45.4963,-73.56912,Montreal,t,20,26,49,81,1,1,0,5.0,5.0,5.0,5.0,0.39,135.0,331,51,423,28,1.0,2.0,1.0,0.2469135802469135,5.0,2.564102564102564
Private room in townhouse,Private room,1,1.0,1.0,1.0,8.0,9.0,-37.80507,144.96823,Melbourne,t,20,20,20,20,46,0,0,4.78,4.57,4.96,4.8,0.57,75.0,212,31,230,14,1.0,1.0,1.0,1.0,4.675000000000001,80.70175438596492
Entire home,Entire home/apt,4,1.0,3.0,3.0,1.0,2.0,46.51332,-66.28692,New Brunswick,t,30,60,62,264,114,44,1,4.92,4.96,4.83,4.95,3.97,91.0,493,85,1007,50,0.3333333333333333,1.3333333333333333,1.0,0.1136363636363636,4.9399999999999995,28.71536523929471
Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,141.0,168.0,41.39339,2.15687,Barcelona,t,7,28,58,333,103,11,1,4.24,4.49,4.79,4.27,1.36,224.0,481,70,376,24,0.6666666666666666,1.6666666666666667,1.0,0.021021021021021,4.365,75.73529411764706
Entire home,Entire home/apt,5,1.0,2.0,3.0,1.0,2.0,37.84923,15.26463,Sicily,t,28,58,88,363,72,17,0,4.81,4.82,4.64,4.79,1.33,63.0,319,57,1118,59,0.5,2.5,1.5,0.0771349862258953,4.8149999999999995,54.13533834586466
Entire villa,Entire home/apt,8,1.0,3.0,5.0,1.0,1.0,36.83743,25.4552,South Aegean,t,30,60,90,90,2,0,0,5.0,5.0,5.0,5.0,0.03,200.0,226,35,258,17,0.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,5.0,66.66666666666667
Private room in rental unit,Private room,1,2.0,1.0,1.0,434.0,606.0,41.40081631209462,2.162871160450839,Barcelona,t,0,0,0,248,0,0,0,4.86,4.87,4.88,4.77,0.87,38.0,519,78,102,7,2.0,1.0,1.0,0.0,4.855,27.85923753665689
Entire rental unit,Entire home/apt,10,2.0,3.0,5.0,36.0,42.0,41.9096394,-87.6788777,Chicago,t,1,1,1,1,40,39,1,4.8,4.53,4.98,4.73,3.2,207.0,515,96,1116,56,0.6666666666666666,3.3333333333333335,1.6666666666666667,1.0,4.665,12.5
Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,4.0,9.0,36.75804,11.99221,Sicily,t,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,70.0,22,3,36,3,1.0,3.0,3.0,0.0821917808219178,4.855,27.85923753665689
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1.0,43.63998,-79.4009,Toronto,missing,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,672.0,0,0,120,8,1.0,4.0,2.0,0.0821917808219178,4.855,27.85923753665689
Entire home,Entire home/apt,6,1.0,3.0,4.0,2.0,2.0,38.0801294,12.7130408,Sicily,t,30,60,90,270,4,4,0,5.0,5.0,5.0,5.0,0.63,60.0,516,82,297,18,0.3333333333333333,2.0,1.3333333333333333,0.1111111111111111,5.0,6.349206349206349
