property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Private room in home,Private room,4,2.5,1.0,2.0,within an hour,100%,False,1.0,1.0,40.71138,-74.07951,True,23,53,83,358,24,1,0,4.58,4.67,4.25,4.54,1.16,220.0,2.0,45,737.0,498,0.7666666666666667,171.0
Entire home,Entire home/apt,10,2.0,4.0,7.0,within an hour,100%,False,2.0,3.0,-43.08683,147.80568,True,1,31,61,151,44,1,0,4.91,4.52,5.0,4.89,1.58,700.0,1.75,63,1174.0,523,0.0333333333333333,61.0
Entire home,Entire home/apt,5,2.0,3.0,3.0,within a few hours,100%,False,4.0,4.0,29.97885424634505,-90.04912303184481,True,10,40,70,345,1,1,0,5.0,5.0,4.0,5.0,0.25,104.0,1.0,49,1753.0,413,0.3333333333333333,131.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within a day,100%,True,7.0,7.0,48.83948840378203,2.3498347613769432,True,0,0,0,225,0,0,0,4.86,4.87,4.88,4.77,0.87,99.0,1.0,18,3478.0,239,0.0,unknown
Entire townhouse,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,False,13.0,14.0,-33.87715099508384,151.21670936174712,True,27,54,84,354,24,24,4,4.92,4.96,5.0,4.88,3.0,399.0,1.5,53,2995.0,511,0.9,18.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,True,30.0,46.0,-37.80687,144.95929,True,23,33,63,64,18,10,2,4.89,4.72,5.0,4.83,1.08,270.0,1.0,51,988.0,504,0.7666666666666667,34.0
Entire rental unit,Entire home/apt,6,1.0,3.0,6.0,within a day,100%,False,64.0,64.0,42.3748272,3.1574366,True,0,0,0,64,0,0,0,4.86,4.87,4.88,4.77,0.87,186.0,2.0,24,3818.0,23,0.0,unknown
Private room in rental unit,Private room,1,0.0,1.0,1.0,within a few hours,100%,True,11.0,20.0,48.18564,16.36563,True,0,0,0,0,0,0,0,4.86,4.87,4.88,4.77,0.87,90.0,1.0,4,1179.0,493,0.0,unknown
Entire home,Entire home/apt,12,3.5,4.0,5.0,within an hour,100%,True,1.0,1.0,36.14498,-86.78401,True,9,20,33,282,65,6,0,4.94,4.88,4.94,4.82,1.04,467.0,1.25,51,3248.0,375,0.3,97.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,506.0,638.0,19.56666,-155.96322,True,11,21,41,293,39,6,1,4.85,4.87,4.95,4.85,0.59,198.0,2.0,36,3005.0,274,0.3666666666666666,23.0
Entire villa,Entire home/apt,15,7.0,7.0,8.0,within a day,73%,False,800.0,2058.0,35.31232,24.30959,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,412.0,1.1428571428571428,21,2464.0,1,0.9666666666666668,unknown
Entire home,Entire home/apt,7,2.0,4.0,5.0,missing,missing,False,3.0,3.0,40.41813,16.87799,True,0,0,0,126,0,0,0,4.86,4.87,4.88,4.77,0.87,359.0,1.25,20,2117.0,462,0.0,unknown
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,95.0,122.0,26.24273,-80.0892,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,354.0,2.0,9,5490.0,0,1.0,unknown
Entire condo,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,True,549.0,596.0,20.945083,-156.69079,True,11,23,44,308,3,2,0,4.33,4.33,4.67,4.0,0.21,649.0,1.5,56,3518.0,321,0.3666666666666666,236.0
Entire rental unit,Entire home/apt,5,1.0,3.0,4.0,missing,missing,False,1.0,1.0,48.85786056518555,2.328249931335449,True,14,14,14,175,4,0,0,4.0,3.0,5.0,3.75,0.17,255.0,1.3333333333333333,38,1341.0,378,0.4666666666666667,606.0
Entire guest suite,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,False,9.0,9.0,32.79320214536489,-97.35711251392576,True,17,43,71,342,91,38,1,4.73,4.81,4.42,4.64,3.13,136.0,1.5,58,3894.0,513,0.5666666666666667,27.0
Entire serviced apartment,Entire home/apt,5,1.5,3.0,4.0,within an hour,100%,True,196.0,342.0,35.58706,24.09399,True,30,60,90,358,11,4,0,4.82,4.91,4.64,4.82,0.37,100.0,1.3333333333333333,48,3502.0,387,1.0,172.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within a few hours,100%,False,56.0,105.0,-33.86874,151.20343,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,339.0,1.0,39,3951.0,401,0.9666666666666668,unknown
Entire guest suite,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,True,1.0,2.0,-26.56347,153.09581,True,10,34,38,39,88,5,2,4.97,4.95,4.92,4.85,2.18,144.0,2.0,45,1241.0,492,0.3333333333333333,29.0
Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,within an hour,90%,False,15.0,15.0,38.17034,12.73841,True,0,0,0,246,0,0,0,4.86,4.87,4.88,4.77,0.87,405.0,2.0,8,1520.0,415,0.0,unknown
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,False,1.0,1.0,51.523817,-0.0736552999999999,True,22,52,82,172,0,0,0,4.86,4.87,4.88,4.77,0.87,185.0,1.0,41,3239.0,486,0.7333333333333333,unknown
Entire rental unit,Entire home/apt,4,1.5,2.0,4.0,within a few hours,100%,False,6.0,6.0,51.39291,-0.24315,True,5,5,15,137,29,1,0,4.45,4.97,4.57,4.5,0.27,84.0,2.0,41,3326.0,510,0.1666666666666666,318.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,True,1.0,1.0,34.12429,-117.98648,True,20,50,50,264,56,40,2,4.98,4.88,4.84,4.89,2.52,78.0,2.0,51,2910.0,133,0.6666666666666666,19.0
Entire rental unit,Entire home/apt,4,2.5,2.0,2.0,within a few hours,100%,True,2.0,2.0,48.84932385114453,2.3092877492308617,True,18,18,18,18,2,2,0,5.0,5.0,5.0,5.0,0.31,232.0,1.0,55,3090.0,387,0.6,258.0
Private room in home,Private room,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,45.40301,-75.67984,True,29,59,89,364,25,0,0,4.92,4.96,4.96,4.96,0.25,80.0,1.0,23,3527.0,465,0.9666666666666668,1842.0
Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,within an hour,100%,True,4.0,6.0,44.88073,-93.30823,True,30,60,90,365,187,17,0,4.92,4.95,4.86,4.87,2.1,126.0,1.0,57,3920.0,552,1.0,73.0
Entire home,Entire home/apt,10,2.0,3.0,4.0,within an hour,100%,True,41.0,69.0,30.27419,-97.70288,True,25,54,82,177,19,4,0,4.95,4.84,4.84,4.79,0.47,368.0,1.3333333333333333,65,3327.0,237,0.8333333333333334,104.0
Private room in home,Private room,2,2.0,1.0,1.0,within an hour,100%,False,5.0,6.0,37.77939,-122.49544,True,0,0,0,51,181,14,0,4.36,4.01,4.64,4.44,2.05,65.0,1.0,18,2683.0,306,0.0,182.0
Entire cottage,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,True,3.0,5.0,45.68372,-111.02553,True,0,2,25,262,233,72,4,4.97,4.99,4.98,4.93,6.27,120.0,2.0,49,3300.0,356,0.0,18.0
Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,within an hour,100%,False,25.0,37.0,38.69931,-9.2481,True,9,31,61,327,63,22,3,4.54,4.68,4.48,4.46,1.88,107.0,1.3333333333333333,40,4228.0,107,0.3,9.0
Entire home,Entire home/apt,4,1.0,2.0,2.0,missing,missing,False,1.0,1.0,35.52138594227543,23.847441896796227,True,0,0,0,152,4,0,0,5.0,5.0,5.0,5.0,0.21,196.0,1.0,58,2672.0,472,0.0,505.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,40.99586024351415,17.218481339514256,True,26,52,82,307,13,7,0,4.92,5.0,5.0,4.85,0.72,89.0,1.0,20,3090.0,212,0.8666666666666667,190.0
Entire rental unit,Entire home/apt,3,1.0,0.0,0.0,within a few hours,69%,False,2.0,2.0,51.50309,-0.0784,True,15,15,15,15,8,7,0,4.5,4.38,5.0,4.38,0.49,224.0,unknown,42,3070.0,449,0.5,196.0
Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,within an hour,100%,True,1.0,1.0,-37.87007,145.0508,True,26,56,86,267,10,5,0,5.0,4.8,4.8,4.8,0.45,551.0,1.3333333333333333,49,3536.0,517,0.8666666666666667,72.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,99%,False,29.0,35.0,38.71247825253919,-9.143317734847166,True,8,14,35,205,26,19,1,3.69,3.5,4.73,3.88,1.8,63.0,1.0,22,3283.0,0,0.2666666666666666,22.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,missing,missing,False,863.0,944.0,-37.81374,144.95369,True,12,42,68,343,2,1,0,4.5,4.5,5.0,5.0,0.16,191.0,1.0,33,2053.0,394,0.4,370.0
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,within an hour,100%,False,1.0,1.0,41.43218,15.51816,True,29,59,89,364,2,2,0,5.0,5.0,4.5,4.5,0.95,50.0,1.0,24,917.0,96,0.9666666666666668,127.0
Entire home,Entire home/apt,8,3.0,4.0,4.0,within an hour,100%,True,1.0,1.0,33.996245063356454,-118.2944769365953,True,0,1,31,31,59,26,0,5.0,5.0,4.68,4.92,2.24,298.0,1.0,60,3289.0,497,0.0,50.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a day,57%,False,1.0,1.0,51.55359,-0.29288,True,30,60,90,90,0,0,0,4.86,4.87,4.88,4.77,0.87,55.0,1.0,11,726.0,166,1.0,unknown
Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,within an hour,100%,True,4.0,19.0,37.91371,15.33331,True,30,60,90,365,5,1,0,4.2,4.8,4.8,4.4,0.04,35.0,4.0,5,3865.0,271,1.0,222.0
Entire cottage,Entire home/apt,8,3.0,4.0,6.0,within an hour,100%,True,141.0,392.0,39.89019,3.04425,True,6,14,29,85,1,0,0,5.0,4.0,4.0,5.0,0.03,432.0,1.5,55,3192.0,316,0.2,881.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,97%,False,3056.0,3619.0,22.01064,-159.34062,True,26,53,83,358,8,7,0,4.75,4.75,4.75,4.75,0.63,200.0,2.0,59,1137.0,442,0.8666666666666667,225.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within a few hours,100%,False,1.0,3.0,48.21226,16.33883,True,1,1,1,1,9,9,0,4.56,4.78,4.33,4.44,1.25,99.0,1.0,31,3845.0,503,0.0333333333333333,82.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,98%,False,82.0,91.0,-22.96092,-43.17612,True,20,50,57,57,8,8,0,4.5,4.75,4.75,4.5,1.71,700.0,1.0,5,3689.0,355,0.6666666666666666,117.0
Entire home,Entire home/apt,5,2.0,3.0,3.0,within an hour,100%,False,1.0,4.0,33.796882438440065,-118.19736635011124,True,20,44,70,136,2,2,2,5.0,5.0,5.0,5.0,2.0,171.0,1.0,46,4577.0,442,0.6666666666666666,16.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a day,60%,False,4.0,4.0,-22.9664216,-43.1785378,True,26,56,81,353,6,3,0,5.0,4.83,5.0,5.0,0.27,633.0,1.0,11,3181.0,153,0.8666666666666667,390.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,17.0,17.0,45.4588377,9.1886943,True,19,31,47,286,0,0,0,4.86,4.87,4.88,4.77,0.87,200.0,1.0,16,2778.0,497,0.6333333333333333,unknown
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within a few hours,100%,True,24.0,25.0,41.3851054,2.1799624,True,0,0,0,0,2,2,0,5.0,5.0,5.0,5.0,0.47,140.0,1.0,28,766.0,501,0.0,45.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within a day,100%,False,1.0,1.0,-22.914792795263008,-43.18652328103781,True,27,57,86,361,7,0,0,4.14,3.86,4.14,4.0,0.29,399.0,1.0,17,801.0,230,0.9,709.0
Entire home,Entire home/apt,8,3.0,4.0,4.0,within an hour,100%,False,76.0,334.0,-33.8846143,151.2150281,True,7,25,26,26,2,2,0,5.0,5.0,5.0,5.0,1.05,845.0,1.0,30,3056.0,58,0.2333333333333333,53.0
Private room in rental unit,Private room,1,1.5,1.0,0.0,within a few hours,100%,False,4.0,10.0,40.67654298789631,-73.9175814509289,True,30,59,59,59,0,0,0,4.86,4.87,4.88,4.77,0.87,49.0,0.0,30,1270.0,500,1.0,unknown
Entire rental unit,Entire home/apt,6,1.0,1.0,5.0,within an hour,100%,True,1.0,1.0,46.83027,6.47491,True,1,12,42,311,11,8,0,5.0,4.73,4.73,4.73,0.77,83.0,5.0,41,3663.0,218,0.0333333333333333,68.0
Entire condo,Entire home/apt,8,1.0,2.0,8.0,within a few hours,100%,False,11.0,13.0,33.75556325416731,-118.13606344163418,True,0,10,40,315,3,1,0,5.0,5.0,5.0,5.0,0.14,145.0,4.0,62,3800.0,338,0.0,259.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,missing,missing,False,1.0,1.0,48.15056685993002,11.557726489111364,True,0,0,0,201,1,1,0,5.0,5.0,5.0,5.0,0.34,329.0,1.0,7,3368.0,472,0.0,164.0
Entire home,Entire home/apt,6,1.0,2.0,4.0,within an hour,100%,True,2.0,2.0,35.14565,24.51358,True,0,0,21,141,96,16,0,4.93,4.84,4.94,4.95,1.06,59.0,2.0,35,3245.0,399,0.0,120.0
Entire home,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,True,2.0,2.0,47.71627,-122.31423,True,25,55,85,174,66,23,0,4.94,4.98,4.94,4.95,1.85,78.0,1.0,38,2476.0,500,0.8333333333333334,138.0
Entire home,Entire home/apt,10,2.5,4.0,6.0,within an hour,100%,False,1.0,1.0,39.9682881,-83.16001609999999,True,25,54,84,249,1,1,1,5.0,5.0,5.0,5.0,1.0,350.0,1.5,61,3217.0,499,0.8333333333333334,103.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,missing,missing,False,1.0,1.0,52.50413,13.2938,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,32.0,1.0,37,1704.0,481,0.9666666666666668,unknown
Entire condo,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,False,4.0,18.0,29.96542,-90.06171,True,25,55,82,172,96,11,1,4.74,4.78,4.64,4.68,2.4,149.0,1.0,39,3332.0,335,0.8333333333333334,34.0
Private room in home,Private room,2,1.0,1.0,2.0,within an hour,100%,False,3.0,4.0,40.8455953,14.2506177,True,14,35,65,246,0,0,0,4.86,4.87,4.88,4.77,0.87,89.0,2.0,8,107.0,114,0.4666666666666667,unknown
Entire home,Entire home/apt,10,3.0,5.0,8.0,within an hour,90%,False,41.0,115.0,-21.94822,114.13656,True,0,17,19,109,17,2,0,4.47,4.53,4.94,4.35,0.29,587.0,1.6,36,2088.0,60,0.0,264.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,36.0,42.0,43.70302541259332,-79.41872352075491,True,4,34,64,339,0,0,0,4.86,4.87,4.88,4.77,0.87,123.0,1.0,24,4205.0,411,0.1333333333333333,unknown
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,False,1.0,1.0,43.69695,-79.45388,True,5,35,64,338,4,4,3,5.0,5.0,5.0,5.0,1.94,75.0,1.0,10,2112.0,181,0.1666666666666666,22.0
Entire home,Entire home/apt,4,1.0,1.0,2.0,missing,missing,False,1.0,1.0,40.72980552564918,17.575522044180314,True,0,0,0,195,14,6,0,4.64,4.71,4.64,4.86,0.49,100.0,2.0,39,1006.0,428,0.0,211.0
Entire home,Entire home/apt,6,1.0,3.0,3.0,within an hour,100%,True,1.0,1.0,46.11586,-64.78417,True,4,4,4,93,8,5,0,5.0,5.0,5.0,4.63,0.47,127.0,1.0,17,3257.0,407,0.1333333333333333,215.0
Entire cottage,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,True,7.0,8.0,38.0211,13.93613,True,4,34,64,239,18,4,0,4.94,4.78,4.83,4.78,0.17,117.0,1.5,79,4929.0,433,0.1333333333333333,195.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within a day,67%,False,1.0,1.0,44.84364,-0.5845,True,29,59,89,179,57,8,1,4.93,4.89,4.89,4.86,0.84,67.0,unknown,31,2939.0,119,0.9666666666666668,24.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,missing,missing,False,1.0,2.0,-33.88758,151.2815,True,23,53,83,174,0,0,0,4.86,4.87,4.88,4.77,0.87,450.0,1.0,10,3855.0,502,0.7666666666666667,unknown
Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,a few days or more,0%,False,3.0,3.0,35.49981,24.02716,True,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,0.05,250.0,2.0,44,706.0,504,1.0,647.0
Private room in rental unit,Private room,2,2.0,1.0,2.0,within a few hours,100%,True,95.0,116.0,41.37926,2.15247,True,0,0,0,190,0,0,0,4.86,4.87,4.88,4.77,0.87,33.0,unknown,12,4832.0,466,0.0,unknown
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,missing,missing,False,1.0,1.0,-22.9735513,-43.1893696,True,25,55,80,355,0,0,0,4.86,4.87,4.88,4.77,0.87,350.0,2.0,8,810.0,439,0.8333333333333334,unknown
Cycladic home,Entire home/apt,8,3.0,4.0,3.0,within an hour,100%,True,28.0,46.0,37.561722,25.183731,True,30,41,41,41,2,1,0,4.5,5.0,5.0,5.0,0.05,150.0,0.75,48,3115.0,473,1.0,311.0
Private room in rental unit,Private room,4,1.5,1.0,2.0,within a few hours,94%,False,3.0,3.0,-22.98349,-43.19492,True,18,48,70,345,4,1,0,4.5,4.25,4.25,4.5,0.07,303.0,2.0,24,4371.0,454,0.6,394.0
Private room in home,Private room,2,1.0,1.0,0.0,within a few hours,100%,False,2.0,3.0,51.63271495626805,-0.0850401073694229,True,30,60,90,180,7,2,0,5.0,4.86,4.71,4.71,0.29,63.0,0.0,45,856.0,52,1.0,136.0
Private room in rental unit,Private room,2,0.5,1.0,2.0,within an hour,90%,False,3.0,6.0,-22.9666488,-43.1817518,True,5,5,5,5,7,7,2,3.14,3.0,4.29,3.29,1.46,400.0,2.0,6,2713.0,43,0.1666666666666666,96.0
Private room in home,Private room,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,46.0807375,-64.8016205,True,29,59,89,269,1,1,0,4.0,5.0,4.0,5.0,0.16,60.0,1.0,27,1958.0,301,0.9666666666666668,266.0
Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,within an hour,100%,False,2.0,2.0,43.25169,-2.93817,True,14,41,68,127,83,40,4,4.63,4.68,4.2,4.36,3.54,75.0,1.0,25,2414.0,150,0.4666666666666667,89.0
Room in hotel,Private room,2,1.0,1.0,1.0,within an hour,56%,False,63.0,109.0,40.760894,-73.96948739999999,True,13,27,46,308,5,4,0,4.0,4.6,5.0,4.2,0.37,215.0,1.0,4,2365.0,387,0.4333333333333333,231.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a day,50%,False,3.0,6.0,46.21347,6.12524,True,0,26,56,331,0,0,0,4.86,4.87,4.88,4.77,0.87,65.0,1.0,2,3391.0,404,0.0,unknown
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within an hour,100%,False,106.0,123.0,35.914736225466,14.496183340831,True,21,51,81,209,36,19,0,4.83,4.86,4.94,4.72,1.85,62.0,1.0,33,2033.0,451,0.7,165.0
Entire guesthouse,Entire home/apt,4,1.0,2.0,2.0,a few days or more,0%,False,1.0,2.0,-37.75058,145.35512,True,23,53,83,358,3,0,0,4.67,4.67,4.33,4.33,0.08,225.0,1.0,32,2797.0,516,0.7666666666666667,425.0
Private room in rental unit,Private room,2,1.5,1.0,1.0,within an hour,100%,False,2.0,2.0,-37.80835,144.96045,True,0,0,19,20,11,3,0,4.45,4.27,4.82,4.55,0.15,70.0,1.0,31,2998.0,510,0.0,50.0
Entire villa,Entire home/apt,6,2.0,3.0,4.0,within an hour,99%,False,180.0,306.0,35.234537876213565,24.461781751546248,True,0,0,0,198,0,0,0,4.86,4.87,4.88,4.77,0.87,888.0,1.3333333333333333,35,3123.0,244,0.0,unknown
Private room in home,Private room,1,0.5,1.0,1.0,missing,missing,False,1.0,3.0,51.66682,-0.0692,True,0,8,38,313,15,7,0,4.93,4.8,4.8,5.0,0.85,25.0,1.0,7,3441.0,393,0.0,200.0
Private room in home,Private room,2,3.0,1.0,1.0,within an hour,98%,False,12.0,12.0,51.55411910870063,-0.1387837929524772,True,19,49,68,68,0,0,0,4.86,4.87,4.88,4.77,0.87,62.0,1.0,37,3693.0,493,0.6333333333333333,unknown
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,False,10.0,15.0,40.74858,-74.18416,True,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,60.0,1.0,20,807.0,86,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,5,1.0,3.0,5.0,within an hour,100%,True,13.0,13.0,41.39888,2.16226,True,0,3,11,50,289,43,3,4.81,4.86,4.9,4.7,2.65,206.0,1.6666666666666667,60,4643.0,469,0.0,11.0
Entire home,Entire home/apt,8,2.0,4.0,5.0,within an hour,100%,True,357.0,411.0,35.36416,24.70926,True,0,0,9,79,24,13,0,5.0,4.96,4.42,4.88,0.23,228.0,1.25,75,4478.0,243,0.0,166.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,906.0,922.0,37.97902,23.74005,True,18,44,70,334,0,0,0,4.86,4.87,4.88,4.77,0.87,141.0,1.0,42,1015.0,100,0.6,unknown
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,1.0,1.0,48.86261,2.35,True,9,9,9,9,107,1,0,4.87,4.7,4.95,4.73,0.7,220.0,2.0,41,4703.0,235,0.3,224.0
Private room in guesthouse,Private room,1,1.0,1.0,1.0,within an hour,100%,True,3.0,4.0,42.28888,3.27524,True,0,0,0,56,255,42,0,4.8,4.93,4.94,4.71,3.14,42.0,1.0,29,2520.0,468,0.0,132.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,within a few hours,100%,True,1.0,1.0,55.96014,-3.17337,True,19,29,49,105,63,25,0,4.94,4.98,4.94,4.86,1.0,60.0,1.0,21,3075.0,477,0.6333333333333333,89.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,False,2.0,3.0,35.12237,25.73842,True,29,59,89,364,23,1,0,4.83,4.7,4.77,4.73,0.22,120.0,1.5,30,3453.0,314,0.9666666666666668,208.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,missing,missing,False,2.0,2.0,40.61921,22.95794,True,18,46,71,251,1,1,0,5.0,5.0,2.0,5.0,0.12,75.0,2.0,36,3325.0,391,0.6,326.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,40.86168,-73.92924,True,28,58,88,363,50,0,0,4.68,4.71,4.38,4.68,0.39,80.0,1.0,9,4380.0,243,0.9333333333333332,2854.0
Entire rental unit,Entire home/apt,2,2.0,2.0,2.0,missing,missing,False,1.0,2.0,48.886472,2.3332934,True,28,58,88,178,0,0,0,4.86,4.87,4.88,4.77,0.87,450.0,1.0,7,4127.0,0,0.9333333333333332,unknown
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,2.0,2.0,48.87202,2.3529,True,0,0,0,222,63,3,0,4.43,4.57,4.54,4.51,0.58,89.0,1.0,24,4192.0,130,0.0,216.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,False,10.0,10.0,-33.92195,151.03009,True,27,57,76,332,83,15,2,4.73,4.78,4.72,4.64,1.1,87.0,1.0,26,2341.0,246,0.9,22.0
Entire townhouse,Entire home/apt,4,1.0,2.0,3.0,missing,missing,False,1.0,1.0,-42.85032,147.34875,True,0,0,0,0,71,0,0,4.96,4.99,4.89,4.93,0.68,263.0,1.5,38,3216.0,510,0.0,1910.0
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,True,2.0,2.0,48.86692251251884,2.355102713858156,True,12,34,42,276,27,13,0,4.78,4.89,4.89,4.74,1.31,140.0,2.0,30,1054.0,229,0.4,141.0
Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,3.0,3.0,53.42207,-2.18419,True,20,49,79,316,48,48,1,4.9,4.96,4.81,4.85,4.95,94.0,2.0,54,1967.0,525,0.6666666666666666,103.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,False,7.0,8.0,1.29346,103.80795,True,12,12,12,159,0,0,0,4.86,4.87,4.88,4.77,0.87,174.0,1.5,39,2108.0,368,0.4,unknown
Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,within an hour,100%,False,23.0,33.0,35.89731960782407,14.5156869185769,True,0,1,24,279,0,0,0,4.86,4.87,4.88,4.77,0.87,175.0,1.0,27,2130.0,134,0.0,unknown
Shared room in hotel,Shared room,1,1.0,1.0,1.0,within an hour,100%,False,24.0,25.0,48.87730646301568,2.371821684355872,True,26,56,83,343,4,4,4,4.25,3.75,4.5,4.0,4.0,38.0,1.0,15,2088.0,425,0.8666666666666667,112.0
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,1.0,1.0,51.48919317361023,-0.1356236582220587,True,11,25,25,25,12,12,2,5.0,5.0,5.0,4.75,2.86,203.0,2.0,38,3816.0,507,0.3666666666666666,103.0
Entire condo,Entire home/apt,2,1.0,0.0,1.0,missing,missing,False,1.0,1.0,43.64365,-79.37965,True,0,0,0,0,0,0,0,4.86,4.87,4.88,4.77,0.87,153.0,unknown,37,364.0,415,0.0,unknown
Private room in home,Private room,2,1.5,1.0,1.0,within an hour,100%,False,6.0,6.0,52.15025,-8.64094,True,26,56,86,361,23,17,0,4.57,4.43,4.57,4.22,1.08,53.0,1.0,13,1593.0,59,0.8666666666666667,138.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within a day,100%,False,1.0,1.0,48.85738,2.39224,True,28,58,88,363,4,0,0,5.0,4.5,4.75,5.0,0.12,120.0,unknown,27,3958.0,512,0.9333333333333332,619.0
Entire condo,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,True,1.0,1.0,20.76373,-156.45828,True,15,28,58,329,64,18,1,4.88,4.89,4.83,4.69,2.42,177.0,unknown,55,812.0,507,0.5,13.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,missing,missing,False,1.0,2.0,43.77592,11.25662,True,29,59,89,89,0,0,0,4.86,4.87,4.88,4.77,0.87,84.0,1.0,16,1282.0,470,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,5,1.0,2.0,1.0,a few days or more,0%,False,1.0,1.0,40.678826513810826,-73.99720154722903,True,0,0,0,149,0,0,0,4.86,4.87,4.88,4.77,0.87,150.0,0.5,10,3655.0,0,0.0,unknown
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,False,98.0,134.0,39.456917,-0.3587368,True,26,56,83,132,30,25,0,4.7,4.87,4.8,4.5,1.86,96.0,unknown,37,3982.0,389,0.8666666666666667,32.0
