property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Room in hotel,Private room,2,1.0,1.0,1.0,within a few hours,100%,True,9.0,9.0,51.52444580451624,-0.1045153153442379,True,6,12,28,43,101,89,5,4.9,4.97,4.84,4.86,7.44,141.0,1.0,18,2862.0,480,0.2,107.0
Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,within an hour,100%,False,3.0,3.0,38.20221,13.31185,True,26,56,86,316,10,3,0,5.0,5.0,4.9,5.0,0.19,119.0,1.3333333333333333,44,2090.0,477,0.8666666666666667,173.0
Entire guest suite,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,True,1.0,1.0,45.46656,-122.71454,True,15,25,55,145,271,30,0,4.92,4.89,4.97,4.86,2.95,69.0,unknown,35,3723.0,499,0.5,47.0
Entire serviced apartment,Entire home/apt,6,1.0,2.0,4.0,within a day,100%,True,18.0,22.0,52.50266425499937,13.393887596345785,True,26,56,86,361,65,8,0,4.78,4.83,4.89,4.6,0.95,270.0,2.0,44,5169.0,471,0.8666666666666667,151.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,37.84014439869409,-122.2736081175576,True,30,60,90,270,0,0,0,4.86,4.87,4.88,4.77,0.87,117.0,1.0,7,1138.0,255,1.0,unknown
Entire villa,Entire home/apt,6,3.0,3.0,5.0,within an hour,99%,False,88.0,88.0,39.87397,3.04783,True,5,5,7,84,109,16,0,4.63,4.6,4.74,4.64,1.04,140.0,1.6666666666666667,43,3990.0,462,0.1666666666666666,76.0
Entire rental unit,Entire home/apt,6,2.5,3.0,5.0,within an hour,100%,False,487.0,496.0,41.14651870727539,-8.609745025634766,True,10,16,27,223,130,27,2,4.51,4.63,4.84,4.48,1.84,218.0,1.6666666666666667,23,4518.0,63,0.3333333333333333,19.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,95%,False,67.0,83.0,40.4264089311998,-3.678453828255855,True,30,60,90,365,0,0,0,4.86,4.87,4.88,4.77,0.87,450.0,1.0,13,3011.0,479,1.0,unknown
Entire home,Entire home/apt,8,2.5,4.0,6.0,within a few hours,94%,False,388.0,1012.0,39.97059,18.13241,True,0,0,0,157,1,1,0,5.0,5.0,5.0,5.0,0.25,156.0,1.5,28,3346.0,83,0.0,193.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,1.0,1.0,52.37857,4.87451,True,30,53,73,333,0,0,0,4.86,4.87,4.88,4.77,0.87,200.0,1.0,5,3299.0,0,1.0,unknown
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,missing,missing,False,7.0,7.0,40.1173817,18.4343178,True,0,0,0,179,0,0,0,4.86,4.87,4.88,4.77,0.87,80.0,1.0,20,2067.0,369,0.0,unknown
Entire home,Entire home/apt,5,2.0,2.0,3.0,within an hour,100%,True,6.0,10.0,43.81674,-79.31486,True,17,35,62,143,20,20,1,4.9,4.75,4.8,4.75,2.53,86.0,1.5,40,189.0,515,0.5666666666666667,25.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within a few hours,100%,False,1.0,1.0,48.88770658893922,2.3240016773343086,True,0,0,0,15,4,0,0,5.0,4.75,5.0,5.0,0.28,200.0,1.0,40,2592.0,506,0.0,502.0
Entire villa,Entire home/apt,6,3.0,3.0,4.0,within an hour,100%,False,50.0,65.0,35.392,25.0426,True,0,0,0,272,10,2,0,5.0,4.9,4.9,4.9,0.13,245.0,1.3333333333333333,74,3551.0,400,0.0,232.0
Entire rental unit,Entire home/apt,10,2.0,4.0,7.0,within an hour,100%,True,196.0,342.0,35.453606450760034,24.17138250664755,True,2,5,6,250,1,0,0,4.0,5.0,5.0,4.0,0.07,280.0,1.75,65,3502.0,377,0.0666666666666666,528.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,a few days or more,14%,False,1.0,1.0,48.851421235752895,2.31773752911088,True,21,51,78,256,2,2,0,5.0,5.0,5.0,5.0,0.25,200.0,1.0,11,1455.0,440,0.7,328.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,missing,missing,False,4.0,4.0,35.33893960396755,25.13361239377899,True,26,56,83,358,0,0,0,4.86,4.87,4.88,4.77,0.87,135.0,2.0,25,256.0,467,0.8666666666666667,unknown
Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,within an hour,100%,False,51.0,89.0,51.58097,-0.12349,True,10,24,54,214,54,29,2,4.85,4.94,4.94,4.74,2.02,122.0,1.5,41,952.0,449,0.3333333333333333,100.0
Entire townhouse,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,True,8.0,9.0,54.63201,-8.35757,True,26,56,86,266,63,14,0,4.83,4.65,4.86,4.7,0.67,100.0,1.5,47,3239.0,355,0.8666666666666667,147.0
Entire home,Entire home/apt,8,3.0,4.0,5.0,within an hour,100%,True,36.0,52.0,30.2375,-97.73289,True,7,25,40,280,4,4,1,5.0,4.25,4.75,5.0,1.06,304.0,1.25,53,1387.0,500,0.2333333333333333,24.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a day,100%,False,1.0,1.0,48.11984947705938,11.558761980950916,True,7,29,59,149,2,2,0,5.0,5.0,5.0,5.0,0.67,149.0,1.0,28,243.0,483,0.2333333333333333,156.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,2.0,3.0,34.00998605482171,-118.48204426467416,True,13,33,63,243,144,49,1,4.97,4.98,4.95,4.85,4.41,262.0,1.0,53,1124.0,520,0.4333333333333333,13.0
Entire home,Entire home/apt,6,2.5,3.0,3.0,within a few hours,67%,False,1.0,1.0,33.88672,-118.41267,True,0,0,0,30,0,0,0,4.86,4.87,4.88,4.77,0.87,470.0,1.0,21,3319.0,248,0.0,unknown
Entire villa,Entire home/apt,8,3.0,3.0,5.0,within an hour,100%,False,2.0,3.0,35.31978385780277,25.30124689634841,True,7,32,62,308,5,5,0,4.8,5.0,4.2,4.6,0.99,198.0,1.6666666666666667,61,744.0,453,0.2333333333333333,162.0
Entire home,Entire home/apt,6,2.0,3.0,4.0,within an hour,96%,False,549.0,1040.0,-38.54217,143.97233,True,0,13,39,149,32,2,0,4.63,4.38,4.81,4.5,0.43,400.0,1.3333333333333333,23,3154.0,179,0.0,135.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,missing,missing,False,5.0,5.0,40.1822545,18.0304945,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,130.0,2.0,36,2605.0,408,0.9666666666666668,unknown
Private room in condo,Private room,2,1.0,1.0,0.0,within an hour,100%,False,5.0,6.0,51.55619,0.00219,True,8,29,59,331,242,35,1,4.64,4.55,4.67,4.66,3.06,51.0,0.0,29,2705.0,535,0.2666666666666666,109.0
Private room in home,Private room,2,1.0,2.0,1.0,missing,missing,False,2.0,3.0,45.25979,-75.72354,True,30,60,90,365,138,0,0,4.87,4.97,4.84,4.87,1.23,92.0,0.5,31,3380.0,435,1.0,1018.0
Trullo,Entire home/apt,9,2.5,3.0,9.0,within an hour,100%,True,1.0,1.0,40.71634,17.4596,True,0,0,0,243,47,10,0,5.0,4.96,4.98,4.96,0.86,218.0,3.0,61,3520.0,396,0.0,168.0
Entire home,Entire home/apt,4,1.5,3.0,3.0,within an hour,100%,True,30.0,106.0,38.87963,-76.99338,True,29,58,87,359,0,0,0,4.86,4.87,4.88,4.77,0.87,187.0,1.0,30,5772.0,127,0.9666666666666668,unknown
Room in boutique hotel,Private room,2,1.0,1.0,1.0,within an hour,100%,True,4.0,4.0,41.81517,-71.44128,True,21,49,76,331,49,12,0,4.9,4.9,4.61,4.82,1.11,159.0,1.0,57,1645.0,494,0.7,146.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within a few hours,100%,True,1.0,1.0,48.86428,2.32946,True,7,37,67,300,16,16,2,4.88,4.94,5.0,4.81,2.71,475.0,1.0,24,2232.0,383,0.2333333333333333,104.0
Entire cottage,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,2.0,3.0,53.89912,-9.94033,True,0,0,0,181,256,53,0,4.95,4.98,4.95,4.93,4.35,75.0,1.0,45,3622.0,335,0.0,162.0
Entire rental unit,Entire home/apt,10,1.0,3.0,4.0,within an hour,100%,False,1.0,4.0,41.94259,-87.6487,True,19,45,71,144,221,37,2,4.65,4.57,4.86,4.69,2.77,328.0,1.3333333333333333,35,3308.0,406,0.6333333333333333,19.0
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,2.0,3.0,52.49797,-7.90489,True,19,46,65,65,72,7,0,4.92,4.96,4.9,4.89,1.1,110.0,1.0,20,2397.0,505,0.6333333333333333,270.0
Entire villa,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,True,8.0,8.0,37.56507,25.11266,True,0,0,0,115,21,1,0,4.9,5.0,4.86,4.62,0.21,399.0,1.0,44,3396.0,413,0.0,180.0
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,93%,False,4.0,4.0,38.114,13.35556,True,1,1,1,272,141,34,2,4.82,4.82,4.87,4.84,3.62,54.0,2.0,43,1602.0,515,0.0333333333333333,87.0
Entire home,Entire home/apt,2,1.0,1.0,2.0,within a day,63%,False,3.0,3.0,47.662553081253584,-122.35326949506998,True,10,40,70,345,0,0,0,4.86,4.87,4.88,4.77,0.87,100.0,2.0,38,3470.0,155,0.3333333333333333,unknown
Entire villa,Entire home/apt,6,3.0,3.0,3.0,within a day,100%,False,1.0,1.0,39.83028,4.21446,True,30,60,90,273,6,4,0,5.0,4.83,4.83,4.67,0.29,250.0,1.0,60,944.0,0,1.0,187.0
Entire home,Entire home/apt,6,1.5,3.0,3.0,within an hour,100%,False,23.0,37.0,-30.63979,153.01204,True,21,45,75,350,3,3,0,4.67,5.0,4.67,4.33,0.37,233.0,1.0,21,1214.0,46,0.7,146.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,4.0,4.0,41.81734,3.06871,True,0,0,0,0,16,12,0,4.56,4.88,4.88,4.56,0.24,99.0,2.0,45,2445.0,269,0.0,165.0
Entire rental unit,Entire home/apt,3,1.0,0.0,4.0,a few days or more,0%,False,1.0,2.0,51.04151,3.70874,True,30,60,90,365,18,0,0,4.61,4.83,4.76,4.35,0.17,100.0,unknown,23,3365.0,513,1.0,1948.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,True,3.0,3.0,45.28854,-75.85939,True,24,54,84,264,25,13,1,4.92,4.88,4.76,4.84,1.41,40.0,1.0,56,666.0,87,0.8,26.0
Room in hotel,Private room,2,1.0,1.0,1.0,missing,missing,False,11.0,11.0,36.04404313224222,14.31094870565278,True,29,59,89,269,0,0,0,4.86,4.87,4.88,4.77,0.87,140.0,1.0,32,387.0,307,0.9666666666666668,unknown
Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,within a day,70%,False,5.0,5.0,34.09685,-118.27881,True,0,17,47,322,2,2,0,5.0,4.5,4.0,5.0,0.42,108.0,1.0,50,4052.0,492,0.0,119.0
Private room in home,Private room,1,1.0,1.0,1.0,within a few hours,100%,False,4.0,4.0,30.372488329818225,-97.78915679054133,True,2,28,29,29,2,1,1,5.0,5.0,5.0,5.0,0.13,30.0,1.0,27,4268.0,486,0.0666666666666666,24.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,missing,missing,False,31.0,35.0,45.76577,4.82784,True,0,0,0,160,15,0,0,4.73,4.8,5.0,4.47,0.22,73.0,1.0,24,1324.0,119,0.0,1895.0
Farm stay,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,True,16.0,18.0,37.75662,14.02072,True,0,0,21,234,4,4,0,4.5,4.75,4.75,4.5,0.66,113.0,1.5,54,2124.0,483,0.0,145.0
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,a few days or more,0%,False,1.0,1.0,46.21155264473146,6.128345894432415,True,28,58,88,88,0,0,0,4.86,4.87,4.88,4.77,0.87,90.0,1.0,6,1589.0,70,0.9333333333333332,unknown
Entire rental unit,Entire home/apt,2,1.0,0.0,0.0,within a day,100%,False,1.0,2.0,48.82713377126427,2.339432485312793,True,28,58,88,88,0,0,0,4.86,4.87,4.88,4.77,0.87,150.0,unknown,5,409.0,0,0.9333333333333332,unknown
Tiny home,Entire home/apt,2,1.0,0.0,1.0,missing,missing,True,1.0,1.0,48.8853500821597,2.333419919013977,True,13,39,58,58,102,3,0,4.9,4.89,4.98,4.84,1.16,84.0,unknown,39,3786.0,428,0.4333333333333333,280.0
Entire serviced apartment,Entire home/apt,2,1.0,0.0,1.0,within an hour,84%,True,7.0,8.0,51.51421,-0.07062,True,28,58,88,223,1397,61,1,4.79,4.8,4.85,4.59,17.51,259.0,unknown,30,2361.0,199,0.9333333333333332,123.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,True,2.0,3.0,48.8387,2.28449,True,13,43,73,73,144,18,2,4.87,4.71,4.87,4.73,1.77,139.0,1.0,25,3330.0,477,0.4333333333333333,117.0
Entire home,Entire home/apt,14,4.5,5.0,12.0,within an hour,100%,True,1.0,1.0,36.09336,-115.14516,True,21,41,60,191,54,22,0,4.85,4.91,4.91,4.83,1.78,636.0,2.4,77,920.0,217,0.7,72.0
Entire home,Entire home/apt,6,1.0,2.0,4.0,within a day,100%,True,1.0,1.0,-38.63352188889976,143.88785802698365,True,6,27,55,233,16,16,1,5.0,4.94,5.0,4.75,2.46,450.0,2.0,51,1336.0,479,0.2,90.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,11.0,11.0,37.78676,-122.39704,True,0,5,35,47,12,2,0,5.0,4.83,5.0,4.75,0.34,188.0,1.0,53,2902.0,501,0.0,164.0
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within a few hours,92%,False,18.0,31.0,51.5241597,-0.1764808,True,14,41,67,335,5,5,1,4.8,4.8,4.2,4.6,0.54,185.0,1.5,10,1852.0,480,0.4666666666666667,104.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,True,4.0,5.0,40.8115,-73.94256,True,0,0,24,293,48,1,0,4.85,4.71,4.74,4.74,0.5,67.0,1.0,22,4182.0,326,0.0,214.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,True,3.0,3.0,52.31822786326197,4.942896165081785,True,16,23,44,306,109,62,2,4.85,4.87,4.76,4.75,5.39,70.0,1.0,40,2505.0,480,0.5333333333333333,18.0
Room in aparthotel,Entire home/apt,3,1.0,1.0,1.0,missing,missing,False,4.0,4.0,35.5173896628974,23.920107443902605,True,0,0,0,169,1,0,0,5.0,5.0,5.0,5.0,0.06,300.0,1.0,47,1933.0,30,0.0,558.0
Entire home,Entire home/apt,15,2.0,4.0,7.0,within an hour,100%,False,12.0,17.0,51.61122,-0.2196,True,12,14,14,234,38,10,0,4.58,4.42,4.68,4.39,0.59,200.0,1.75,40,4142.0,499,0.4,141.0
Entire cabin,Entire home/apt,6,1.0,2.0,4.0,within an hour,100%,True,7.0,10.0,45.38413,-92.82876,True,26,56,83,154,82,40,2,4.99,4.93,4.94,4.78,3.6,130.0,2.0,54,1410.0,485,0.8666666666666667,12.0
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within a day,90%,False,1.0,1.0,48.87386090423888,2.300572476462033,True,9,34,34,34,116,82,5,4.51,4.72,4.94,4.33,7.18,73.0,2.0,25,1046.0,143,0.3,113.0
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within a few hours,96%,False,4.0,6.0,48.86546,2.37243,True,29,59,89,269,1,1,0,5.0,5.0,5.0,5.0,0.25,400.0,1.0,7,4420.0,200,0.9666666666666668,215.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,True,3.0,3.0,37.92906,12.32442,True,0,0,29,276,175,22,0,4.84,4.67,4.99,4.74,1.5,200.0,1.5,50,4056.0,322,0.0,129.0
Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,within an hour,93%,False,4.0,5.0,52.35400034881592,4.929166142370134,True,6,18,24,237,11,11,2,4.91,4.82,4.91,4.82,1.09,171.0,2.0,44,571.0,246,0.2,38.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,False,1.0,1.0,41.1453505542062,-8.61245384505626,True,0,1,27,268,0,0,0,4.86,4.87,4.88,4.77,0.87,40.0,unknown,21,130.0,499,0.0,unknown
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,25.0,26.0,41.14893,-8.6062,True,4,17,22,234,2,0,0,5.0,5.0,5.0,5.0,0.03,200.0,1.0,41,2758.0,500,0.1333333333333333,2030.0
Private room in rental unit,Private room,2,1.0,1.0,0.0,within a few hours,100%,False,1.0,1.0,51.53048237625467,-0.0433898279178694,True,12,42,72,252,5,5,1,4.6,4.8,5.0,4.6,0.64,67.0,0.0,48,4828.0,505,0.4,102.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,False,73.0,87.0,41.16723349999999,16.7438881,True,14,43,43,43,7,7,0,4.86,4.43,4.86,4.71,0.7,57.0,2.0,27,2047.0,193,0.4666666666666667,127.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,1.0,1.0,51.4997814,-0.0875348,True,5,35,54,284,75,57,2,4.81,4.8,4.71,4.57,5.04,158.0,2.0,34,3917.0,520,0.1666666666666666,96.0
Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,within an hour,100%,True,2.0,2.0,35.51287,24.02241,True,28,49,79,321,74,24,0,4.95,4.99,4.89,4.92,0.95,46.0,1.0,43,2426.0,510,0.9333333333333332,126.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,False,1.0,1.0,48.842723,2.2655661,True,28,53,53,53,3,3,1,3.0,4.0,3.67,3.33,1.13,98.0,1.0,21,269.0,215,0.9333333333333332,112.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,98%,True,10.0,11.0,51.53631904881699,-0.0879219030013416,True,7,37,56,84,26,20,1,4.81,4.73,4.73,4.31,1.6,106.0,1.0,26,2296.0,77,0.2333333333333333,103.0
Private room in home,Private room,2,1.0,1.0,1.0,missing,missing,True,1.0,1.0,-31.89255,115.77536,True,0,0,9,10,15,3,0,5.0,5.0,5.0,5.0,0.18,115.0,1.0,39,2571.0,447,0.0,336.0
Entire home,Entire home/apt,6,2.0,2.0,2.0,within an hour,100%,True,6.0,6.0,-23.01639,-43.5435,True,30,57,87,362,0,0,0,4.86,4.87,4.88,4.77,0.87,857.0,1.0,10,555.0,51,1.0,unknown
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,1.0,1.0,45.70441,9.67879,True,1,30,60,240,35,31,0,4.74,4.86,4.74,4.69,2.54,98.0,2.0,49,488.0,475,0.0333333333333333,124.0
Private room in home,Private room,1,1.0,1.0,1.0,a few days or more,0%,False,1.0,1.0,40.4716469,-3.5811192,True,30,53,83,173,0,0,0,4.86,4.87,4.88,4.77,0.87,36.0,1.0,21,606.0,229,1.0,unknown
Entire serviced apartment,Entire home/apt,4,2.0,2.0,3.0,within an hour,87%,False,43.0,43.0,41.3912,2.17104,True,6,14,26,165,13,4,0,4.69,4.85,4.92,4.62,0.27,281.0,1.5,43,4365.0,202,0.2,207.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,True,3.0,3.0,45.50007249999999,9.1404308,True,16,29,42,124,83,73,2,4.88,4.87,4.6,4.86,4.6,63.0,2.0,54,2044.0,493,0.5333333333333333,20.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,missing,missing,False,3.0,3.0,36.9712,15.22133,True,0,0,0,202,16,4,0,5.0,4.94,4.63,5.0,0.3,50.0,1.5,42,2460.0,483,0.0,167.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,11.0,31.0,45.56713,-73.64396,True,16,40,60,62,70,38,1,4.84,4.9,4.57,4.73,3.21,66.0,1.0,37,737.0,282,0.5333333333333333,25.0
Entire cottage,Entire home/apt,10,3.5,5.0,8.0,within an hour,100%,False,76.0,79.0,39.62203,3.29205,True,0,6,19,105,1,1,1,5.0,4.0,5.0,5.0,1.0,159.0,1.6,30,2937.0,446,0.0,10.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,-33.88263538786774,151.23242524345702,True,10,10,10,127,57,21,2,4.95,4.96,5.0,4.88,2.64,313.0,1.0,47,3847.0,529,0.3333333333333333,16.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,missing,missing,False,1.0,1.0,37.96922250746373,23.70819334515342,True,0,0,0,112,19,19,0,4.11,4.11,4.16,4.11,2.18,49.0,1.0,25,373.0,105,0.0,190.0
Private room in rental unit,Private room,2,2.0,1.0,1.0,missing,missing,False,1.0,1.0,52.49182995297095,13.383938010325387,True,27,57,87,362,0,0,0,4.86,4.87,4.88,4.77,0.87,54.0,1.0,11,3442.0,0,0.9,unknown
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within a day,72%,False,205.0,256.0,48.8731778,2.3206426,True,5,29,59,149,0,0,0,4.86,4.87,4.88,4.77,0.87,142.0,2.0,9,3746.0,456,0.1666666666666666,unknown
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,False,94.0,96.0,41.16001,-8.60832,True,25,55,85,360,59,23,4,4.53,4.37,4.42,4.44,1.8,42.0,2.0,26,1067.0,373,0.8333333333333334,10.0
Private room in bed and breakfast,Private room,3,1.0,1.0,3.0,within an hour,100%,False,6.0,6.0,34.95378,25.13605,True,30,60,90,90,1,1,0,5.0,5.0,5.0,5.0,0.5,32.0,3.0,26,1147.0,105,1.0,134.0
Private room in serviced apartment,Private room,2,1.0,0.0,1.0,missing,missing,False,4.0,4.0,36.09222,28.08533,True,0,0,0,234,1,0,0,5.0,5.0,5.0,5.0,0.07,95.0,unknown,29,2531.0,0,0.0,531.0
Entire rental unit,Entire home/apt,9,2.0,3.0,5.0,within an hour,100%,False,4.0,4.0,40.70418,-73.79819,True,0,1,31,306,44,4,0,4.7,4.64,4.61,4.68,1.55,310.0,1.6666666666666667,45,1082.0,494,0.0,176.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,False,2.0,5.0,55.9566305,-3.1619348,True,23,41,61,64,0,0,0,4.86,4.87,4.88,4.77,0.87,180.0,1.0,42,606.0,505,0.7666666666666667,unknown
Private room in condo,Private room,3,1.0,1.0,1.0,within a few hours,91%,False,4.0,4.0,51.56662027414149,-0.0214093923568725,True,9,39,69,159,0,0,0,4.86,4.87,4.88,4.77,0.87,70.0,1.0,19,197.0,476,0.3,unknown
Entire home,Entire home/apt,6,1.0,3.0,0.0,within an hour,100%,True,2.0,3.0,41.77512,-87.73215,True,1,1,28,233,2,2,0,5.0,5.0,5.0,4.0,0.28,109.0,0.0,17,870.0,469,0.0333333333333333,133.0
Room in hotel,Private room,4,1.0,1.0,2.0,within an hour,100%,False,14.0,14.0,21.289950168902383,-157.83935088769684,True,16,19,43,304,15,15,0,4.53,4.4,4.8,4.33,1.32,100.0,2.0,38,756.0,506,0.5333333333333333,52.0
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,True,121.0,137.0,35.371166,24.472664,True,0,0,0,69,26,6,0,4.65,4.58,4.96,4.77,0.62,74.0,2.0,48,2223.0,295,0.0,221.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,90%,False,1.0,1.0,48.871025535450606,2.326140843564247,True,19,49,79,259,4,4,0,5.0,5.0,5.0,5.0,1.46,175.0,1.0,4,248.0,373,0.6333333333333333,155.0
Entire condo,Entire home/apt,2,1.5,1.0,2.0,missing,missing,False,1.0,1.0,37.15999792595266,26.85590929984625,True,0,0,0,261,9,6,0,5.0,4.67,5.0,4.78,0.32,51.0,2.0,43,3303.0,203,0.0,191.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,True,5.0,6.0,-33.82867,18.49283,True,0,0,0,257,24,5,1,4.75,4.96,4.92,4.71,0.39,603.0,1.0,42,3436.0,557,0.0,84.0
Private room in rental unit,Private room,2,2.0,1.0,1.0,a few days or more,0%,False,4.0,10.0,48.834404257417305,2.386486418545246,True,4,34,64,244,1,1,0,5.0,5.0,5.0,5.0,0.21,120.0,1.0,6,4528.0,501,0.1333333333333333,242.0
Entire home,Entire home/apt,8,2.0,3.0,3.0,within a day,50%,False,34.0,42.0,34.16779,-118.41811,True,30,60,90,365,1,0,0,5.0,4.0,5.0,4.0,0.02,448.0,1.0,22,2158.0,0,1.0,1237.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,True,15.0,15.0,37.72363739204296,-122.46041159044564,True,5,22,52,54,1,1,0,5.0,5.0,5.0,5.0,0.13,82.0,1.0,43,3212.0,214,0.1666666666666666,235.0
Private room in home,Private room,2,1.0,1.0,2.0,within a few hours,100%,True,1.0,1.0,55.91021,-3.23514,True,0,0,0,0,65,37,0,4.94,4.95,4.77,4.91,0.78,57.0,2.0,56,3580.0,420,0.0,69.0
Entire loft,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,True,1.0,1.0,40.63993,22.94031,True,20,50,80,340,22,14,0,4.73,4.41,4.73,4.68,0.86,64.0,1.0,36,907.0,287,0.6666666666666666,133.0
Entire rental unit,Entire home/apt,12,1.0,1.0,5.0,within an hour,100%,True,23.0,28.0,36.11081,-115.17483,True,5,19,34,245,22,14,0,4.82,4.59,4.86,4.68,1.21,245.0,5.0,41,2298.0,216,0.1666666666666666,70.0
Entire rental unit,Entire home/apt,8,2.0,2.0,4.0,within a day,100%,False,73.0,251.0,36.10803,-115.16037,True,11,35,61,314,22,19,1,4.95,4.86,4.82,4.86,1.18,258.0,2.0,46,4613.0,304,0.3666666666666666,20.0
Entire home,Entire home/apt,14,3.0,4.0,7.0,within an hour,100%,True,39.0,56.0,32.7547,-117.14981,True,13,28,58,333,26,1,0,4.88,4.88,4.96,4.92,0.22,389.0,1.75,49,4411.0,416,0.4333333333333333,437.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,True,12.0,23.0,36.05068588256836,14.256908416748049,True,14,44,74,349,156,50,1,4.82,4.74,4.69,4.67,2.82,80.0,unknown,66,2320.0,497,0.4666666666666667,104.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,True,2.0,3.0,48.13719021015258,11.561711280054652,True,28,58,87,267,2,2,0,5.0,4.5,4.0,4.0,0.5,183.0,1.0,44,3135.0,372,0.9333333333333332,180.0
Private room in cottage,Private room,4,1.0,1.0,2.0,within a few hours,100%,False,8.0,8.0,42.16414,3.07333,True,10,40,64,268,0,0,0,4.86,4.87,4.88,4.77,0.87,116.0,2.0,40,990.0,427,0.3333333333333333,unknown
Private room in rental unit,Private room,1,1.0,1.0,1.0,within an hour,97%,True,10.0,15.0,41.98388,2.8209,True,29,59,89,364,0,0,0,4.86,4.87,4.88,4.77,0.87,57.0,1.0,6,5428.0,228,0.9666666666666668,unknown
Entire villa,Entire home/apt,4,1.5,2.0,3.0,within an hour,100%,False,1.0,4.0,35.3487,24.28556,True,0,0,0,200,18,6,0,4.67,4.78,4.5,4.61,0.23,115.0,1.5,41,2483.0,515,0.0,203.0
